id,species,order,digestive_habitat_type,diet,surrounding_habitat,category
MVB2015-2220,cycloramphus boraceiensis,anura,intestine,carnivore,freshwater,2
MVB2015-2222,haddadus binotatus,anura,intestine,carnivore,freshwater,2
MVB2015-2224,cycloramphus boraceiensis,anura,intestine,carnivore,freshwater,2
MVB2015-2228,cycloramphus boraceiensis,anura,intestine,carnivore,freshwater,2
MVB2015-2258,scinax hayii,anura,intestine,carnivore,freshwater,2
MVB2015-2260,thoropa taophora,anura,intestine,carnivore,freshwater,2
MVB2015-2264,thoropa taophora,anura,intestine,carnivore,freshwater,2
MVB2015-2266,thoropa taophora,anura,intestine,carnivore,freshwater,2
MVB2015-2289,scinax hayii,anura,intestine,carnivore,freshwater,2
MVB2015-4863,hylodes phyllodes,anura,intestine,carnivore,freshwater,2
MVB2015-5088,hylodes phyllodes,anura,intestine,carnivore,freshwater,2
MVB2015-5112,scinax littoralis,anura,intestine,carnivore,freshwater,2
MVB2015-5116,scinax trapicheroi,anura,intestine,carnivore,freshwater,2
MVB2015-5141,scinax hayii,anura,intestine,carnivore,freshwater,2
MVB2015-5163,hypsiboas albomarginatus,anura,intestine,carnivore,freshwater,2
Tad.I.001,boophis sp,anura,intestine,carnivore,freshwater,2
Tad.I.041,boophis sp,anura,intestine,carnivore,freshwater,2
Tad.I.056,boophis sp,anura,intestine,carnivore,freshwater,2
940.RD.04.Fecal,catostomus sp,cypriniformes,fecal,detritivore_scavenger,freshwater,2
940.CARP.28.Fecal,cyprinus carpio,cypriniformes,fecal,omnivore,freshwater,2
940.CR.35.Fecal,cyprinus carpio,cypriniformes,fecal,omnivore,freshwater,2
940.CARP.25.Fecal,cyprinus carpio,cypriniformes,fecal,omnivore,freshwater,2
ERR526319,gasterosteus aculeatus,gasterosteiformes,intestine,omnivore,freshwater,2
ERR526401,gasterosteus aculeatus,gasterosteiformes,intestine,omnivore,freshwater,2
ERR526402,gasterosteus aculeatus,gasterosteiformes,intestine,omnivore,freshwater,2
1734.LD.NBS1062E,peropteryx kappleri,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1076E,noctilio leporinus,chiroptera,fecal,carnivore,terrestrial,2
1734.BD.ERD511,myotis elegans,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1051F,pteronotus parnellii,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.Ptepar1,peropteryx kappleri,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1068E,mormoops megalophylla,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1073B,pteronotus davyi,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.QCAZ.M51307,desmodus rotundus,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1051E,pteronotus parnellii,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1079E,myotis elegans,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.Ptepar2,pteronotus parnellii,chiroptera,fecal,carnivore,terrestrial,2
1734.BD.NBS1062,peropteryx kappleri,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1060E,trachops cirrhosus,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1074E,eptesicus furinalis,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.Perkap1,mormoops megalophylla,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.DTS1222,lophostoma brasiliense,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1070E,eptesicus furinalis,chiroptera,fecal,carnivore,terrestrial,2
1734.BD.NBS1086,antrozous dubiaquercus,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.DTS1221,myotis nigricans,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.DTS1225,myotis simus,chiroptera,fecal,carnivore,terrestrial,2
1734.BD.ERD505,myotis elegans,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1086E,antrozous dubiaquercus,chiroptera,fecal,carnivore,terrestrial,2
1734.BD.ERD507,myotis elegans,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1055E,pteronotus davyi,chiroptera,fecal,carnivore,terrestrial,2
1734.LD.NBS1072E,rhynchonycteris naso,chiroptera,fecal,carnivore,terrestrial,2
1734.BD.NBS1051,pteronotus parnellii,chiroptera,fecal,carnivore,terrestrial,2
1734.BD.ERD501,trachops cirrhosus,chiroptera,fecal,carnivore,terrestrial,2
1056.Chl.tru.Mend.1,chlamyphorus truncatus,cingulata,fecal,carnivore,terrestrial,2
1056.Zae.pic.Mend.1,zaedyus pichiy,cingulata,fecal,carnivore,terrestrial,2
ERR1306087,dolichoderus sp,hymenoptera,intestine,carnivore,terrestrial,2
ERR1306014,neoponera sp,hymenoptera,intestine,carnivore,terrestrial,2
ERR1306423,azteca sp,hymenoptera,intestine,carnivore,terrestrial,2
ERR1720390,feniseca tarquinius,lepidoptera,stomach,carnivore,terrestrial,2
ERR1720467,logania marmorata,lepidoptera,stomach,carnivore,terrestrial,2
ERR1720477,miletus biggsii,lepidoptera,stomach,carnivore,terrestrial,2
ERR1720478,logania marmorata,lepidoptera,stomach,carnivore,terrestrial,2
ERR1720492,miletus biggsii,lepidoptera,fecal,carnivore,terrestrial,2
ERR1720494,aloeides pallida,lepidoptera,stomach,carnivore,terrestrial,2
ERR1720511,lepidochrysops wykehami,lepidoptera,stomach,carnivore,terrestrial,2
ERR1720513,lepidochrysops wykehami,lepidoptera,stomach,carnivore,terrestrial,2
1056.Myr.tri.Seat.9.04I04,myrmecophaga tridactyla,pilosa,fecal,carnivore,terrestrial,2
1056.Myr.tri.Seat.4.03H10,myrmecophaga tridactyla,pilosa,fecal,carnivore,terrestrial,2
SRR6075095,shinisaurus crocodilurus,squamata,fecal,carnivore,terrestrial,2
SRR6075137,shinisaurus crocodilurus,squamata,fecal,carnivore,terrestrial,2
SRR6075130,shinisaurus crocodilurus,squamata,fecal,carnivore,terrestrial,2
SRR6075132,shinisaurus crocodilurus,squamata,fecal,carnivore,terrestrial,2
SRR6075134,shinisaurus crocodilurus,squamata,fecal,carnivore,terrestrial,2
SRR6075136,shinisaurus crocodilurus,squamata,fecal,carnivore,terrestrial,2
SRR6075101,shinisaurus crocodilurus,squamata,fecal,carnivore,terrestrial,2
16.5.1.21.7.2014,teuchestes fossor,coleoptera,intestine,detritivore_scavenger,terrestrial,2
1734.LD.QCAZ.M51303,choeroniscus minor,chiroptera,fecal,herbivore,terrestrial,2
1734.LD.QCAZ.M50993,carollia brevicauda,chiroptera,fecal,herbivore,terrestrial,2
1734.LD.NBS1067E,artibeus jamaicensis,chiroptera,fecal,herbivore,terrestrial,2
1734.LD.NBS1081E,artibeus lituratus,chiroptera,fecal,herbivore,terrestrial,2
1734.LD.Sl1,artibeus glaucus,chiroptera,fecal,herbivore,terrestrial,2
1734.LD.NBS1083E,carollia sowelli,chiroptera,fecal,herbivore,terrestrial,2
1734.LD.Artlit1,artibeus lituratus,chiroptera,fecal,herbivore,terrestrial,2
1734.BD.ERD502,vampyressa thyone,chiroptera,fecal,herbivore,terrestrial,2
894.GV1903.lane2.NoIndex.L002,macropus sp,diprotodontia,fecal,herbivore,terrestrial,2
894.YY1148.lane5.NoIndex.L005,trichosurus caninus,diprotodontia,fecal,herbivore,terrestrial,2
ERR1306268,solenopsis sp,hymenoptera,intestine,herbivore,terrestrial,2
1064.G.CV04,apis mellifera,hymenoptera,intestine,herbivore,terrestrial,2
1064.G.CJV199,apis mellifera,hymenoptera,intestine,herbivore,terrestrial,2
1064.G.CV238,apis mellifera,hymenoptera,intestine,herbivore,terrestrial,2
1064.G.CJV200,apis mellifera,hymenoptera,intestine,herbivore,terrestrial,2
894.UY792.lane3.NoIndex.L003,oryctolagus cuniculus,lagomorpha,fecal,herbivore,terrestrial,2
894.F1440.lane5.NoIndex.L005,oryctolagus cuniculus,lagomorpha,fecal,herbivore,terrestrial,2
894.YY965.lane5.NoIndex.L005,oryctolagus cuniculus,lagomorpha,fecal,herbivore,terrestrial,2
894.SL847.lane3.NoIndex.L003,oryctolagus cuniculus,lagomorpha,fecal,herbivore,terrestrial,2
HERN.51915,hernandia stenura,laurales,fecal,herbivore,terrestrial,2
HEST.6415,hernandia stenura,laurales,fecal,herbivore,terrestrial,2
ADJO.R.6515,adeloneivaia jason,lepidoptera,fecal,herbivore,terrestrial,2
ARCT.62315,hypercompe icasia,lepidoptera,fecal,herbivore,terrestrial,2
AUPO.52015,automeris postalbida,lepidoptera,fecal,herbivore,terrestrial,2
BUQU.51615,bungalotis quadratum,lepidoptera,fecal,herbivore,terrestrial,2
CAAN.LITU.8615,callosamia angulifera,lepidoptera,fecal,herbivore,terrestrial,2
CACA.52815,caligo atreus,lepidoptera,fecal,herbivore,terrestrial,2
CAPH.6515,catonephele numilia,lepidoptera,fecal,herbivore,terrestrial,2
CL.SM.13.H,citheronia lobesis,lepidoptera,fecal,herbivore,terrestrial,2
CL.SM.25.F,citheronia lobesis,lepidoptera,fecal,herbivore,terrestrial,2
COPA.6515,copaxa rufinans,lepidoptera,fecal,herbivore,terrestrial,2
EI.SM.4.H,eacles imperialis,lepidoptera,fecal,herbivore,terrestrial,2
EI.SM.5.M,eacles imperialis,lepidoptera,fecal,herbivore,terrestrial,2
EPAR.51615,epargyreus sp,lepidoptera,fecal,herbivore,terrestrial,2
EUEG.81315.ASSY,euchaetes egle,lepidoptera,fecal,herbivore,terrestrial,2
EUPO.61715,euscirrhopterus poeyi,lepidoptera,fecal,herbivore,terrestrial,2
GONO.62415,gonodonta sp,lepidoptera,fecal,herbivore,terrestrial,2
HYCO.52015,hylesia continua,lepidoptera,fecal,herbivore,terrestrial,2
LABO.PIST.82815,lapara bombycoides,lepidoptera,fecal,herbivore,terrestrial,2
MEES.6515,melese espinoza01,lepidoptera,fecal,herbivore,terrestrial,2
MEMP.61215,memphis proserpina,lepidoptera,fecal,herbivore,terrestrial,2
NASA.51615,astraptes samson,lepidoptera,fecal,herbivore,terrestrial,2
NOCT.52815,pseudbarydia crespula,lepidoptera,fecal,herbivore,terrestrial,2
NOTO.52615,hemiceras nigrescens,lepidoptera,fecal,herbivore,terrestrial,2
NOTO.61215,cecrita probadhj04,lepidoptera,fecal,herbivore,terrestrial,2
NYAN.SANI.62315,nymphalis antiopa,lepidoptera,fecal,herbivore,terrestrial,2
NYMP.6515,archaeoprepona camilla,lepidoptera,fecal,herbivore,terrestrial,2
NYSQ.6515,nystalea squamosa,lepidoptera,fecal,herbivore,terrestrial,2
NYTA.6515,nyceryx tacita,lepidoptera,fecal,herbivore,terrestrial,2
OPTR.62415,ophisma tropicalis,lepidoptera,fecal,herbivore,terrestrial,2
PEIL.62515,perigonia ilus,lepidoptera,fecal,herbivore,terrestrial,2
PHRI.POTR.61715,pheosia rimosa,lepidoptera,fecal,herbivore,terrestrial,2
POLE.62415,polygonus leo,lepidoptera,fecal,herbivore,terrestrial,2
PSEUDOMYR.6215,pseudomyrmex spinicola,lepidoptera,intestine,herbivore,terrestrial,2
PTBR.52015,pterourus bryki,lepidoptera,fecal,herbivore,terrestrial,2
PTER.6515,pterourus bryki,lepidoptera,fecal,herbivore,terrestrial,2
RL.SM.10.H,rothschildia lebeau,lepidoptera,fecal,herbivore,terrestrial,2
RL.SM.15.F,rothschildia lebeau,lepidoptera,fecal,herbivore,terrestrial,2
RL.SM.15.H,rothschildia lebeau,lepidoptera,fecal,herbivore,terrestrial,2
RL.SM.22.H,rothschildia lebeau,lepidoptera,fecal,herbivore,terrestrial,2
SEAL.BEPO.RUOC.71315,selenia alciphearia,lepidoptera,fecal,herbivore,terrestrial,2
SPHI.52815,unzela japix,lepidoptera,fecal,herbivore,terrestrial,2
SPLE.62515,spragueia lepus,lepidoptera,fecal,herbivore,terrestrial,2
TARC.6215,zolessia felderi,lepidoptera,fecal,herbivore,terrestrial,2
TECR.BEPO.72215,tetracis crocallata,lepidoptera,fecal,herbivore,terrestrial,2
TT.PQ.4.F,titaea tamerlan,lepidoptera,fecal,herbivore,terrestrial,2
ERR1720401,jalmenus evagoras,lepidoptera,intestine,herbivore,terrestrial,2
ERR1720402,jalmenus evagoras,lepidoptera,intestine,herbivore,terrestrial,2
ERR1720405,jalmenus daemeli,lepidoptera,intestine,herbivore,terrestrial,2
ERR1720431,jalmenus evagoras,lepidoptera,intestine,herbivore,terrestrial,2
ERR1720432,jalmenus evagoras,lepidoptera,intestine,herbivore,terrestrial,2
ERR1720454,eooxylides tharis,lepidoptera,stomach,herbivore,terrestrial,2
ERR1720455,flos apidanus,lepidoptera,stomach,herbivore,terrestrial,2
ERR1720457,flos apidanus,lepidoptera,stomach,herbivore,terrestrial,2
ERR1720465,edales pandava,lepidoptera,stomach,herbivore,terrestrial,2
ERR1720501,chrysoritis chrysantas,lepidoptera,stomach,herbivore,terrestrial,2
ERR1720502,chrysoritis chrysantas,lepidoptera,fecal,herbivore,terrestrial,2
ERR1720503,axiocerses thyra,lepidoptera,stomach,herbivore,terrestrial,2
ERR1720504,axiocerses thyra,lepidoptera,stomach,herbivore,terrestrial,2
ERR1720528,anthene sp,lepidoptera,intestine,herbivore,terrestrial,2
ALLA.6415,alchornea latifolia,malpighales,fecal,herbivore,terrestrial,2
1773.Thraupis.gauco3.lgi,thraupis gaucocolpa,passeriformes,fecal,herbivore,terrestrial,2
1773.Salt.max2.lgi,saltator maximus,passeriformes,fecal,herbivore,terrestrial,2
1773.Salt.max2.gizz,saltator maximus,passeriformes,fecal,herbivore,terrestrial,2
1773.Chirox.lance2.lgi,chiroxiphia lanceolata,passeriformes,fecal,herbivore,terrestrial,2
1773.Chirox.lance2.ugi,chiroxiphia lanceolata,passeriformes,fecal,herbivore,terrestrial,2
1773.Chirox.lance3.lgi,chiroxiphia lanceolata,passeriformes,fecal,herbivore,terrestrial,2
ERR1101810,alouatta palliata,primates,fecal,herbivore,terrestrial,2
ERR1101972,alouatta palliata,primates,fecal,herbivore,terrestrial,2
SRR850064,neotoma albigula,rodentia,intestine,herbivore,terrestrial,2
SRR850065,neotoma albigula,rodentia,fecal,herbivore,terrestrial,2
SRR850069,neotoma albigula,rodentia,stomach,herbivore,terrestrial,2
963.Iguana.78.051611.LAB.vial.661,iguana iguana,squamata,fecal,herbivore,terrestrial,2
963.Iguana.26.052910.BCO.vial.128,iguana iguana,squamata,fecal,herbivore,terrestrial,2
963.Iguana.225.061011.SUR.vial.959,iguana iguana,squamata,fecal,herbivore,terrestrial,2
2300.BB.4064.anus,ursus americanus americanus,carnivora,fecal,omnivore,terrestrial,2
2300.BB.12.colon,ursus americanus americanus,carnivora,fecal,omnivore,terrestrial,2
2300.BB.4085.anus,ursus americanus americanus,carnivora,fecal,omnivore,terrestrial,2
2300.BB.4064.colon,ursus americanus americanus,carnivora,fecal,omnivore,terrestrial,2
2300.BB.08.anus,ursus americanus americanus,carnivora,fecal,omnivore,terrestrial,2
2300.BB.15.anus,ursus americanus americanus,carnivora,fecal,omnivore,terrestrial,2
2300.BB.05.colon,ursus americanus americanus,carnivora,fecal,omnivore,terrestrial,2
894.SV1768.lane5.NoIndex.L005,canus lupus familiaris,carnivora,fecal,omnivore,terrestrial,2
2300.BB.4085.colon,ursus americanus americanus,carnivora,fecal,omnivore,terrestrial,2
2300.BB.4067.anus,ursus americanus americanus,carnivora,fecal,omnivore,terrestrial,2
2300.BB.07.anus,ursus americanus americanus,carnivora,fecal,omnivore,terrestrial,2
1734.BD.ERD510,sturnira lilium,chiroptera,fecal,omnivore,terrestrial,2
1734.LD.NBS1047C,sturnira lilium,chiroptera,fecal,omnivore,terrestrial,2
1734.LD.DTS1230,chrotopterus auritus,chiroptera,fecal,omnivore,terrestrial,2
1734.LD.Urobil1,sturnira lilium,chiroptera,fecal,omnivore,terrestrial,2
1734.LD.Glosor1,glossophaga soricina,chiroptera,fecal,omnivore,terrestrial,2
1734.LD.Glosor2,glossophaga soricina,chiroptera,fecal,omnivore,terrestrial,2
1734.LD.NBS1049B,artibeus phaeotis,chiroptera,fecal,omnivore,terrestrial,2
1734.LD.DTS1224,glossophaga soricina,chiroptera,fecal,omnivore,terrestrial,2
1734.BD.ERD504,sturnira lilium,chiroptera,fecal,omnivore,terrestrial,2
1734.LD.Stulil2,sturnira lilium,chiroptera,fecal,omnivore,terrestrial,2
1734.BD.ERD503,sturnira lilium,chiroptera,fecal,omnivore,terrestrial,2
1734.BD.NBS1052,glossophaga soricina,chiroptera,fecal,omnivore,terrestrial,2
ERR1306176,gigantiops destructor,hymenoptera,intestine,omnivore,terrestrial,2
ERR1305971,gigantiops destructor,hymenoptera,intestine,omnivore,terrestrial,2
ERR1306082,pseudomyrmex sp,hymenoptera,intestine,omnivore,terrestrial,2
1773.Platy.flav1.gizz,platycichla flavipes,passeriformes,fecal,omnivore,terrestrial,2
1773.Platy.flav1.ugi,platycichla flavipes,passeriformes,fecal,omnivore,terrestrial,2
550.L1S92.s.1.sequence,homo sapiens,primates,fecal,omnivore,terrestrial,2
550.L2S77.s.2.sequence,homo sapiens,primates,fecal,omnivore,terrestrial,2
1774.302.Inte.Puer,homo sapiens,primates,fecal,omnivore,terrestrial,2
1774.24Fecal22.10.09,homo sapiens,primates,fecal,omnivore,terrestrial,2
550.L1S124.s.1.sequence,homo sapiens,primates,fecal,omnivore,terrestrial,2
1774.46Fecal23.10.09,homo sapiens,primates,fecal,omnivore,terrestrial,2
1774.44.Inte.Puer,homo sapiens,primates,fecal,omnivore,terrestrial,2
1774.L543.Inte.Puer,homo sapiens,primates,fecal,omnivore,terrestrial,2
550.L1S47.s.1.sequence,homo sapiens,primates,fecal,omnivore,terrestrial,2
1774.462.Inte.Puer,homo sapiens,primates,fecal,omnivore,terrestrial,2
550.L1S370.s.1.sequence,homo sapiens,primates,fecal,omnivore,terrestrial,2
1774.66Fecal24.10.09,homo sapiens,primates,fecal,omnivore,terrestrial,2
550.L2S53.s.2.sequence,homo sapiens,primates,fecal,omnivore,terrestrial,2
ERR2116909,eulemur rubriventer,primates,fecal,omnivore,terrestrial,2
ERR2116914,eulemur rubriventer,primates,fecal,omnivore,terrestrial,2
ERR2116949,eulemur rubriventer,primates,fecal,omnivore,terrestrial,2
ERR2116965,eulemur rubriventer,primates,fecal,omnivore,terrestrial,2
ERR2116994,eulemur rubriventer,primates,fecal,omnivore,terrestrial,2
ERR2117009,eulemur rubriventer,primates,fecal,omnivore,terrestrial,2
ERR2117010,eulemur rubriventer,primates,fecal,omnivore,terrestrial,2
CHGL.6415,chrysochlamys glauca,malpighiales,fecal,photosynthetic,terrestrial,2
COUSS.51915,coussapoa nymphaeifolia,rosales,fecal,photosynthetic,terrestrial,2
sra_data-25,nepenthes rafflesiana,caryophyllales,NA,plant_other,terrestrial,2
sra_data-30,nepenthes rafflesiana,caryophyllales,NA,plant_other,terrestrial,2
MVB2015-4871,phasmahyla cruzi,anura,intestine,carnivore,freshwater,3
MVB2015-4881,phasmahyla cruzi,anura,intestine,carnivore,freshwater,3
940.CR.53.Fecal,catostomus sp,cypriniformes,fecal,detritivore_scavenger,freshwater,3
940.CR.36.Fecal,catostomus sp,cypriniformes,fecal,detritivore_scavenger,freshwater,3
ERR526315,gasterosteus aculeatus,gasterosteiformes,intestine,omnivore,freshwater,3
1734.LD.NBS1054E,micronycteris microtis,chiroptera,fecal,carnivore,terrestrial,3
1734.LD.NBS1080E,rhogeessa aeneus,chiroptera,fecal,carnivore,terrestrial,3
1734.BD.ERD509,saccopteryx bilineata,chiroptera,fecal,carnivore,terrestrial,3
1734.BD.NBS1059,lophostoma evotis,chiroptera,fecal,carnivore,terrestrial,3
1734.BD.NBS1054,micronycteris microtis,chiroptera,fecal,carnivore,terrestrial,3
1734.BD.NBS1055,pteronotus davyi,chiroptera,fecal,carnivore,terrestrial,3
ERR1306329,pheidole sp,hymenoptera,intestine,carnivore,terrestrial,3
ERR1720460,logania marmorata,lepidoptera,stomach,carnivore,terrestrial,3
ERR1720480,miletus biggsii,lepidoptera,stomach,carnivore,terrestrial,3
ERR1720488,spalgis epeus,lepidoptera,fecal,carnivore,terrestrial,3
ERR1720519,lepidochrysops wykehami,lepidoptera,stomach,carnivore,terrestrial,3
ERR1720535,thestor yildizae,lepidoptera,stomach,carnivore,terrestrial,3
1056.Myr.tri.Seat.21.04K01,myrmecophaga tridactyla,pilosa,fecal,carnivore,terrestrial,3
1056.Myr.tri.Seat.1.07C04,myrmecophaga tridactyla,pilosa,fecal,carnivore,terrestrial,3
1773.Columb.passer5.lgi,columbina passerina,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.passer1,columbina passerina,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.passer4,columbina passerina,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.passer5.gizz,columbina passerina,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.passer6.lgi,columbina passerina,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.passer8.crop,columbina passerina,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.passer1.ugi,columbina passerina,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.passer2.lgi,columbina passerina,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.talpa6.gizz,columbina talpacoti,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.passer1.gizz,columbina passerina,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.talpa5.crop,columbina talpacoti,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.talpa3.lgi,columbina talpacoti,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.talpa3.crop,columbina talpacoti,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.talpa5.ugi,columbina talpacoti,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.talpa2.gizz,columbina talpacoti,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.talpa6.lgi,columbina talpacoti,columbiformes,fecal,herbivore,terrestrial,3
1773.Columb.talpa6.ugi,columbina talpacoti,columbiformes,fecal,herbivore,terrestrial,3
1064.G.CV263,apis mellifera,hymenoptera,intestine,herbivore,terrestrial,3
ACLE.POTR.62315,acronicta lepusculina,lepidoptera,fecal,herbivore,terrestrial,3
ANTH.61215,antirrhea lindigii,lepidoptera,fecal,herbivore,terrestrial,3
CAAT.52415,caligo atreus,lepidoptera,fecal,herbivore,terrestrial,3
CACA.SANI.52415,catocala cara,lepidoptera,fecal,herbivore,terrestrial,3
CEUN.FRsp.72215,ceratomia undulosa,lepidoptera,fecal,herbivore,terrestrial,3
CL.SM.13.F,citheronia lobesis,lepidoptera,fecal,herbivore,terrestrial,3
CL.SM.16.F,citheronia lobesis,lepidoptera,fecal,herbivore,terrestrial,3
DYSC.52415,dysschema viuda,lepidoptera,fecal,herbivore,terrestrial,3
EAIM.PIRI.9315,eacles imperialis,lepidoptera,fecal,herbivore,terrestrial,3
EI.SM.10.F,eacles imperialis,lepidoptera,fecal,herbivore,terrestrial,3
EREB1.6215,melese espinoza01,lepidoptera,fecal,herbivore,terrestrial,3
EUCL.PRSE.51015,eutrapela clemataria,lepidoptera,fecal,herbivore,terrestrial,3
EUFU.61915,eutelia furcata,lepidoptera,fecal,herbivore,terrestrial,3
LIHE.ACNE.BEPO.51915,lithophane hemina,lepidoptera,fecal,herbivore,terrestrial,3
MOAM.51615,morpho amathonte,lepidoptera,fecal,herbivore,terrestrial,3
NOT2.61215,sericochroa janzen01,lepidoptera,fecal,herbivore,terrestrial,3
NOTO.POTR.61715,notodonta torva,lepidoptera,fecal,herbivore,terrestrial,3
OXYT.6215,oxytenis beprea,lepidoptera,fecal,herbivore,terrestrial,3
PAFU.PIST.62315,panthea furcilla,lepidoptera,fecal,herbivore,terrestrial,3
PYIS.ROMU.101215,pyrrharctia isabella,lepidoptera,fecal,herbivore,terrestrial,3
RL.SM.22.F,rothschildia lebeau,lepidoptera,fecal,herbivore,terrestrial,3
SARE.52215,morpho polyphemus catalina,lepidoptera,fecal,herbivore,terrestrial,3
SPHI.61215,xylophanes loelia,lepidoptera,fecal,herbivore,terrestrial,3
SPLA.62015,spodoptera latifascia,lepidoptera,fecal,herbivore,terrestrial,3
TAYG.6515,taygetis rufomarginata,lepidoptera,fecal,herbivore,terrestrial,3
TECA.PRSE.72215,tetracis cachexiata,lepidoptera,fecal,herbivore,terrestrial,3
ERR1720400,jalmenus evagoras,lepidoptera,intestine,herbivore,terrestrial,3
ERR1720408,jalmenus daemeli,lepidoptera,intestine,herbivore,terrestrial,3
ERR1720523,epamera mimosae,lepidoptera,stomach,herbivore,terrestrial,3
ERR1720559,eumaeus atala,lepidoptera,intestine,herbivore,terrestrial,3
1773.Thraupis.gauco2.lgi,thraupis gaucocolpa,passeriformes,fecal,herbivore,terrestrial,3
1773.Thraupis.palm1.ugi,thraupis palmarum,passeriformes,fecal,herbivore,terrestrial,3
1773.Salt.max4.ugi,saltator maximus,passeriformes,fecal,herbivore,terrestrial,3
1773.Thraupis.gauco1.lgi,thraupis gaucocolpa,passeriformes,fecal,herbivore,terrestrial,3
1773.Salt.max4.lgi,saltator maximus,passeriformes,fecal,herbivore,terrestrial,3
1773.Thraupis.palm1.lgi,thraupis palmarum,passeriformes,fecal,herbivore,terrestrial,3
1773.Zono.capensis2.ugi,zonotrichia capensis,passeriformes,fecal,herbivore,terrestrial,3
1773.Rhamp.carbo3.ugi,ramphocelus carbo,passeriformes,fecal,herbivore,terrestrial,3
1773.Zono.capensis2.lgi,zonotrichia capensis,passeriformes,fecal,herbivore,terrestrial,3
1773.Rhamp.carbo1.gizz,ramphocelus carbo,passeriformes,fecal,herbivore,terrestrial,3
1773.Rhamp.carbo2.ugi,ramphocelus carbo,passeriformes,fecal,herbivore,terrestrial,3
1773.Rhamp.carbo1.ugi,ramphocelus carbo,passeriformes,fecal,herbivore,terrestrial,3
1773.Thraupis.gauco2,thraupis gaucocolpa,passeriformes,fecal,herbivore,terrestrial,3
1773.Zono.capensis1.lgi,zonotrichia capensis,passeriformes,fecal,herbivore,terrestrial,3
1773.Zono.capensis2.gizz,zonotrichia capensis,passeriformes,fecal,herbivore,terrestrial,3
1773.Chirox.lance3.gizz,chiroxiphia lanceolata,passeriformes,fecal,herbivore,terrestrial,3
1773.Zono.capensis1.ugi,zonotrichia capensis,passeriformes,fecal,herbivore,terrestrial,3
1773.Salt.max1.lgi,saltator maximus,passeriformes,fecal,herbivore,terrestrial,3
1773.Rhamp.carbo1.lgi,ramphocelus carbo,passeriformes,fecal,herbivore,terrestrial,3
1773.Rhamp.carbo2.gizz,ramphocelus carbo,passeriformes,fecal,herbivore,terrestrial,3
1773.Thraupis.palm1.gizz,thraupis palmarum,passeriformes,fecal,herbivore,terrestrial,3
1773.Thraupis.gauco2.gizz,thraupis gaucocolpa,passeriformes,fecal,herbivore,terrestrial,3
1773.Zono.capensis1.gizz,zonotrichia capensis,passeriformes,fecal,herbivore,terrestrial,3
1773.Salt.max3.gizz,saltator maximus,passeriformes,fecal,herbivore,terrestrial,3
1773.Chirox.lance1.ugi,chiroxiphia lanceolata,passeriformes,fecal,herbivore,terrestrial,3
1773.Chirox.lance1.lgi,chiroxiphia lanceolata,passeriformes,fecal,herbivore,terrestrial,3
1773.Chirox.lance1.gizz,chiroxiphia lanceolata,passeriformes,fecal,herbivore,terrestrial,3
SRR2121109,myodes glareolus,rodentia,forgut,herbivore,terrestrial,3
963.Iguana.14.053010.BCO.vial.190,iguana iguana,squamata,fecal,herbivore,terrestrial,3
1773.Turdus.oliv2.gizz,turdus olivater,passeriformes,fecal,omnivore,terrestrial,3
1773.Turdus.oliv1.lgi,turdus olivater,passeriformes,fecal,omnivore,terrestrial,3
1773.Turdus.oliv2.lgi,turdus olivater,passeriformes,fecal,omnivore,terrestrial,3
