SampleID,cluster,bodymass,host_scientific_name,digestive_habitat_type,diet,surrounding_habitat,country,host_order,host_kingdom,host_phylum,host_class,host_family,host_genus,country,elevation_m,additional_microbial_habitat_info,lifestage,captive_wild,sampling_month,trophic_diet,preservation_method,extraction_method,biogeo_realm,PD_whole_tree,chao1,shannon,simpson,observed_otus,host_phylogeny_nDMSproxy,FID,latitiude,longitude,Site_ID,Bio1_2_5min,Bio2_2_5min,Bio3_2_5min,Bio4_2_5min,Bio5_2_5min,Bio6_2_5min,Bio7_2_5min,Bio8_2_5min,Bio9_2_5min,Bio10_2_5min,Bio11_2_5min,Bio12_2_5min,Bio13_2_5min,Bio14_2_5min,Bio15_2_5min,Bio16_2_5min,Bio17_2_5min,Bio18_2_5min,Bio19_2_5min,Vegetation_density,terrain_complexity,NDVI_Modis_1_mar.2018,Immune_Complexity_Ordinal,Immune_Complexity_Binary
1773.Salt.max2.gizz,2,small,saltator maximus,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,cardinalidae,saltator,venezuela,1360,excreta,adult,wild,june,1,direct_freeze,DNeasy Powersoil,neotropic,12.91886,52.33333333,1.084057491,0.38359,22,-0.276,6401,9.961667,-68.671944,49,21.48202346,9.558821658,83.91628333,44.94664417,27.07794299,15.68708859,11.39085441,21.59653412,21.08170261,21.92479053,20.85368354,1084.953578,168.6607863,16.94025899,59.24426944,455.5652064,57.35654651,263.1390094,81.01305301,10,21560.5,218,9,Adaptive
1773.Salt.max2.lgi,2,small,saltator maximus,fecal,herbivore,terrestrial,venezuela,passeriformes,animalia,chordata,aves,cardinalidae,saltator,venezuela,1360,excreta,adult,wild,june,1,direct_freeze,DNeasy Powersoil,neotropic,8.64827,6,0.388340395,0.114266,5,-0.276,6402,9.961667,-68.671944,49,21.48202346,9.558821658,83.91628333,44.94664417,27.07794299,15.68708859,11.39085441,21.59653412,21.08170261,21.92479053,20.85368354,1084.953578,168.6607863,16.94025899,59.24426944,455.5652064,57.35654651,263.1390094,81.01305301,10,21560.5,218,9,Adaptive
1056.Chl.tru.Mend.1,2,small,chlamyphorus truncatus,fecal,carnivore,terrestrial,argentina,cingulata,animalia,chordata,mammalia,chlamyphoridae,chlamyphorus,argentina,2449,feces,adult,wild,september,3,direct_freeze,DNeasy Powersoil,neotropic,20.94727,69.11111111,4.756739982,0.945988,59,-0.278,9490,-32.8,-68.867,13,16.64997171,14.09765325,45.9721307,606.361845,31.41822671,0.752908794,30.66531792,22.73499193,8.999651253,23.89039663,8.999651253,235.0176,46.4384,6.1616,65.85463964,118.7856,22.4848,111.5008,22.4848,0,9093.330078,95,9,Adaptive
1056.Zae.pic.Mend.1,2,small,zaedyus pichiy,fecal,carnivore,terrestrial,argentina,cingulata,animalia,chordata,mammalia,chlamyphoridae,zaedyus,argentina,2449,feces,adult,wild,february,3,direct_freeze,DNeasy Powersoil,neotropic,28.67799,263.1875,4.440962035,0.88528,125,-0.278,9491,-32.8,-68.867,13,16.64997171,14.09765325,45.9721307,606.361845,31.41822671,0.752908794,30.66531792,22.73499193,8.999651253,23.89039663,8.999651253,235.0176,46.4384,6.1616,65.85463964,118.7856,22.4848,111.5008,22.4848,0,9093.330078,95,9,Adaptive
1734.BD.NBS1086,2,small,antrozous dubiaquercus,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,vespertilionidae,antrozous,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,13.44764,46.75,1.511159619,0.489476,24,-0.278,5857,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1086E,2,small,antrozous dubiaquercus,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,vespertilionidae,antrozous,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,33.66374,334.12,4.097139737,0.740674,163,-0.278,5882,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1067E,2,small,artibeus jamaicensis,fecal,herbivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,artibeus,belize,36,feces,adult,wild,april,1,direct_freeze,DNeasy Powersoil,neotropic,9.58976,9,1.47535186,0.5424,9,-0.278,5871,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.Artlit1,2,small,artibeus lituratus,fecal,herbivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,artibeus,belize,36,feces,adult,wild,april,1,direct_freeze,DNeasy Powersoil,neotropic,15.99725,35,3.359078763,0.85816,33,-0.278,5858,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1081E,2,small,artibeus lituratus,fecal,herbivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,artibeus,belize,36,feces,adult,wild,april,1,direct_freeze,DNeasy Powersoil,neotropic,8.98966,10,0.888157988,0.36867,7,-0.278,5889,17.81,-88.725,62,26.06258283,10.15536272,69.32135304,172.8194743,32.8698251,18.221472,14.6483531,27.40108267,25.54623988,27.71378171,23.61873075,1625.768,234.296,43.512,53.88070746,642.288,139.376,547.8,244.96,99,139.5559998,194,9,Adaptive
1734.LD.NBS1049B,2,small,artibeus phaeotis,fecal,omnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,artibeus,belize,36,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,neotropic,8.45886,7,1.634335962,0.626672,7,-0.278,5863,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1070E,2,small,eptesicus furinalis,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,vespertilionidae,eptesicus,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,10.92921,14,1.066193625,0.35869,12,-0.278,5874,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1074E,2,small,eptesicus furinalis,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,vespertilionidae,eptesicus,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,13.53961,18,1.886448166,0.597236,16,-0.278,5877,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.Glosor2,2,small,glossophaga soricina,fecal,omnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,glossophaga,belize,36,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,neotropic,26.78564,125.6,4.906169466,0.937498,85,-0.278,5861,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.Glosor1,2,small,glossophaga soricina,fecal,omnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,glossophaga,belize,36,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,neotropic,10.93233,16,0.534258549,0.126588,14,-0.278,5860,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.NBS1052,2,small,glossophaga soricina,fecal,omnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,glossophaga,belize,36,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,neotropic,19.64878,82.8125,3.75507049,0.845232,67,-0.278,5852,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1068E,2,small,mormoops megalophylla,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,mormoopidae,mormoops,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,10.88128,16,0.916443225,0.25826,14,-0.278,5872,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.Perkap1,2,small,mormoops megalophylla,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,mormoopidae,mormoops,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,9.56056,8,1.006584341,0.310824,8,-0.278,5883,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.ERD507,2,small,myotis elegans,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,vespertilionidae,myotis,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,27.75809,146.0555556,4.93305859,0.925256,107,-0.278,5847,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.ERD511,2,small,myotis elegans,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,vespertilionidae,myotis,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,17.2714,57.5,2.812348189,0.776202,40,-0.278,5850,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.ERD505,2,small,myotis elegans,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,vespertilionidae,myotis,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,13.23945,23.25,2.021709189,0.648648,18,-0.278,5845,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1079E,2,small,myotis elegans,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,vespertilionidae,myotis,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,30.61729,163,5.698342689,0.952096,133,-0.278,5878,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1076E,2,small,noctilio leporinus,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,noctilionidae,noctilio,belize,84,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,9.76519,12.5,0.522573621,0.12495,11,-0.278,5888,17.81,-88.725,62,26.06258283,10.15536272,69.32135304,172.8194743,32.8698251,18.221472,14.6483531,27.40108267,25.54623988,27.71378171,23.61873075,1625.768,234.296,43.512,53.88070746,642.288,139.376,547.8,244.96,99,139.5559998,194,9,Adaptive
1734.BD.NBS1062,2,small,peropteryx kappleri,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,emballonuridae,peropteryx,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,9.04865,7,1.407999233,0.468496,7,-0.278,5856,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1062E,2,small,peropteryx kappleri,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,emballonuridae,peropteryx,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,9.24816,7,1.543295003,0.53194,7,-0.278,5870,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.Ptepar1,2,small,peropteryx kappleri,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,emballonuridae,peropteryx,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,22.62973,109.9090909,3.644239266,0.831538,73,-0.278,5890,17.81,-88.725,62,26.06258283,10.15536272,69.32135304,172.8194743,32.8698251,18.221472,14.6483531,27.40108267,25.54623988,27.71378171,23.61873075,1625.768,234.296,43.512,53.88070746,642.288,139.376,547.8,244.96,99,139.5559998,194,9,Adaptive
1734.LD.NBS1055E,2,small,pteronotus davyi,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,mormoopidae,pteronotus,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,26.37752,122.875,4.582106872,0.921102,79,-0.278,5868,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1073B,2,small,pteronotus davyi,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,mormoopidae,pteronotus,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,10.59195,14,0.411745045,0.100368,11,-0.278,5876,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1051F,2,small,pteronotus parnellii,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,mormoopidae,pteronotus,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,16.02069,53.33333333,2.172266131,0.592948,40,-0.278,5865,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.Ptepar2,2,small,pteronotus parnellii,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,mormoopidae,pteronotus,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,21.48616,100.0714286,3.235307963,0.781832,69,-0.278,5884,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.NBS1051,2,small,pteronotus parnellii,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,mormoopidae,pteronotus,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,15.47487,39.85714286,1.55926403,0.428394,32,-0.278,5851,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1051E,2,small,pteronotus parnellii,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,mormoopidae,pteronotus,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,15.4881,54.75,2.606665775,0.749314,32,-0.278,5864,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1072E,2,small,rhynchonycteris naso,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,emballonuridae,rhynchonycteris,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,11.70168,13,1.652989583,0.592928,13,-0.278,5875,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.Stulil2,2,small,sturnira lilium,fecal,omnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,sturnira,belize,36,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,neotropic,21.57031,136,2.57105296,0.615386,66,-0.278,5886,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.Urobil1,2,small,sturnira lilium,fecal,omnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,sturnira,belize,36,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,neotropic,10.2029,18,0.725699054,0.182828,12,-0.278,5887,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1047C,2,small,sturnira lilium,fecal,omnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,sturnira,belize,36,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,neotropic,15.36983,42.33333333,2.483676255,0.68454,35,-0.278,5862,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.ERD504,2,small,sturnira lilium,fecal,omnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,sturnira,belize,36,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,neotropic,25.30233,127.7916667,4.660985604,0.910508,103,-0.278,5844,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.ERD510,2,small,sturnira lilium,fecal,omnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,sturnira,belize,36,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,neotropic,11.914,25.5,2.326339419,0.690674,18,-0.278,5849,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.ERD503,2,small,sturnira lilium,fecal,omnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,sturnira,belize,36,feces,adult,wild,april,2,direct_freeze,DNeasy Powersoil,neotropic,13.17484,26.2,2.922172519,0.776434,26,-0.278,5843,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.ERD501,2,small,trachops cirrhosus,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,trachops,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,8.55504,4,1.026103582,0.489028,4,-0.278,5841,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.NBS1060E,2,small,trachops cirrhosus,fecal,carnivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,trachops,belize,36,feces,adult,wild,april,3,direct_freeze,DNeasy Powersoil,neotropic,25.62644,165.5714286,3.507538827,0.77946,85,-0.278,5869,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.BD.ERD502,2,small,vampyressa thyone,fecal,herbivore,terrestrial,belize,chiroptera,animalia,chordata,mammalia,phyllostomidae,vampyressa,belize,36,feces,adult,wild,april,1,direct_freeze,DNeasy Powersoil,neotropic,8.70832,9,1.250198304,0.44773,8,-0.278,5842,17.746,-88.065,61,26.822,5.016,53.749,143.355,31.266,21.933,9.333,27.211,25.994,28.177,24.916,1609,277,42,48,612,141,471,290,NA,3.2,207,9,Adaptive
1734.LD.Sl1,2,small,artibeus glaucus,fecal,herbivore,terrestrial,ecuador,chiroptera,animalia,chordata,mammalia,phyllostomidae,artibeus,ecuador,1277,feces,adult,wild,august,1,direct_freeze,DNeasy Powersoil,neotropic,16.46295,56,2.505903515,0.67575,35,-0.278,6978,-0.693,-77.818,32,19.81674749,9.009215432,89.210329,31.40558819,24.73045552,14.63149276,10.09896276,19.45498807,19.96309874,20.09860258,19.32217292,3419.9904,396.704576,189.753728,24.54065641,1129.569152,610.868608,687.326912,1022.82912,61,76707.70313,243,9,Adaptive
1734.LD.QCAZ.M50993,2,small,carollia brevicauda,fecal,herbivore,terrestrial,ecuador,chiroptera,animalia,chordata,mammalia,phyllostomidae,carollia,ecuador,1277,feces,adult,wild,august,1,direct_freeze,DNeasy Powersoil,neotropic,16.75482,60,3.768188872,0.867834,49,-0.278,6974,-0.693,-77.818,32,19.81674749,9.009215432,89.210329,31.40558819,24.73045552,14.63149276,10.09896276,19.45498807,19.96309874,20.09860258,19.32217292,3419.9904,396.704576,189.753728,24.54065641,1129.569152,610.868608,687.326912,1022.82912,61,76707.70313,243,9,Adaptive
1734.LD.QCAZ.M51303,2,small,choeroniscus minor,fecal,herbivore,terrestrial,ecuador,chiroptera,animalia,chordata,mammalia,phyllostomidae,choeroniscus,ecuador,1277,feces,adult,wild,august,1,direct_freeze,DNeasy Powersoil,neotropic,8.8828,5,1.402157436,0.55224,5,-0.278,6975,-0.693,-77.818,32,19.81674749,9.009215432,89.210329,31.40558819,24.73045552,14.63149276,10.09896276,19.45498807,19.96309874,20.09860258,19.32217292,3419.9904,396.704576,189.753728,24.54065641,1129.569152,610.868608,687.326912,1022.82912,61,76707.70313,243,9,Adaptive
1734.LD.DTS1230,2,small,chrotopterus auritus,fecal,omnivore,terrestrial,ecuador,chiroptera,animalia,chordata,mammalia,phyllostomidae,chrotopterus,ecuador,260,feces,adult,wild,august,2,direct_freeze,DNeasy Powersoil,neotropic,9.89786,12,0.403630448,0.134188,6,-0.278,6972,-0.351,-76.058,32,25.16592089,8.656606936,78.28621256,56.06058044,30.51635268,19.45864917,11.0577035,24.7954157,25.67868267,25.77490781,24.39592499,3241.595584,353.568,180.918208,22.07135642,1025.02496,563.998208,639.057792,887.602624,88,178.0249939,239,9,Adaptive
1734.LD.QCAZ.M51307,2,small,desmodus rotundus,fecal,carnivore,terrestrial,ecuador,chiroptera,animalia,chordata,mammalia,phyllostomidae,desmodus,ecuador,1277,feces,adult,wild,august,3,direct_freeze,DNeasy Powersoil,neotropic,8.58032,5,0.099257529,0.01987,5,-0.278,6976,-0.693,-77.818,32,19.81674749,9.009215432,89.210329,31.40558819,24.73045552,14.63149276,10.09896276,19.45498807,19.96309874,20.09860258,19.32217292,3419.9904,396.704576,189.753728,24.54065641,1129.569152,610.868608,687.326912,1022.82912,61,76707.70313,243,9,Adaptive
1734.LD.DTS1224,2,small,glossophaga soricina,fecal,omnivore,terrestrial,ecuador,chiroptera,animalia,chordata,mammalia,phyllostomidae,glossophaga,ecuador,260,feces,adult,wild,august,2,direct_freeze,DNeasy Powersoil,neotropic,12.32324,34,1.712901613,0.56557,22,-0.278,6970,-0.351,-76.058,32,25.16592089,8.656606936,78.28621256,56.06058044,30.51635268,19.45864917,11.0577035,24.7954157,25.67868267,25.77490781,24.39592499,3241.595584,353.568,180.918208,22.07135642,1025.02496,563.998208,639.057792,887.602624,88,178.0249939,239,9,Adaptive
1734.LD.DTS1222,2,small,lophostoma brasiliense,fecal,carnivore,terrestrial,ecuador,chiroptera,animalia,chordata,mammalia,phyllostomidae,lophostoma,ecuador,260,feces,adult,wild,august,3,direct_freeze,DNeasy Powersoil,neotropic,19.06046,72.86666667,3.125258858,0.807602,56,-0.278,6969,-0.351,-76.058,32,25.16592089,8.656606936,78.28621256,56.06058044,30.51635268,19.45864917,11.0577035,24.7954157,25.67868267,25.77490781,24.39592499,3241.595584,353.568,180.918208,22.07135642,1025.02496,563.998208,639.057792,887.602624,88,178.0249939,239,9,Adaptive
1734.LD.DTS1221,2,small,myotis nigricans,fecal,carnivore,terrestrial,ecuador,chiroptera,animalia,chordata,mammalia,vespertilionidae,myotis,ecuador,260,feces,adult,wild,august,3,direct_freeze,DNeasy Powersoil,neotropic,17.29631,80.5,3.800482194,0.88647,52,-0.278,6968,-0.351,-76.058,32,25.16592089,8.656606936,78.28621256,56.06058044,30.51635268,19.45864917,11.0577035,24.7954157,25.67868267,25.77490781,24.39592499,3241.595584,353.568,180.918208,22.07135642,1025.02496,563.998208,639.057792,887.602624,88,178.0249939,239,9,Adaptive
1734.LD.DTS1225,2,small,myotis simus,fecal,carnivore,terrestrial,ecuador,chiroptera,animalia,chordata,mammalia,vespertilionidae,myotis,ecuador,260,feces,adult,wild,august,3,direct_freeze,DNeasy Powersoil,neotropic,10.20103,28,1.514266654,0.532538,13,-0.278,6971,-0.351,-76.058,32,25.16592089,8.656606936,78.28621256,56.06058044,30.51635268,19.45864917,11.0577035,24.7954157,25.67868267,25.77490781,24.39592499,3241.595584,353.568,180.918208,22.07135642,1025.02496,563.998208,639.057792,887.602624,88,178.0249939,239,9,Adaptive
SRR850069,2,small,neotoma albigula,stomach,herbivore,terrestrial,usa,rodentia,animalia,chordata,mammalia,cricetidae,neotoma,usa,2510,none,adult,wild,february,1,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,nearctic,30.99808,264.3030303,6.77508098,0.98292,207,-0.278,3704,38.5,-109.3,81,5.11736667,12.90833339,37.0741073,798.5894052,23.36640015,-11.45519981,34.82159996,15.30333328,7.229066722,15.33226655,-3.916533208,504,57.4,24.6,22.00995475,161,95.8,156.4,111.8,22,135719,55,9,Adaptive
SRR850065,2,small,neotoma albigula,fecal,herbivore,terrestrial,usa,rodentia,animalia,chordata,mammalia,cricetidae,neotoma,usa,2510,none,adult,wild,october,1,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,nearctic,21.114,137.2,5.151549039,0.934316,102,-0.278,3700,38.5,-109.3,81,5.11736667,12.90833339,37.0741073,798.5894052,23.36640015,-11.45519981,34.82159996,15.30333328,7.229066722,15.33226655,-3.916533208,504,57.4,24.6,22.00995475,161,95.8,156.4,111.8,22,135719,55,9,Adaptive
SRR850064,2,small,neotoma albigula,intestine,herbivore,terrestrial,usa,rodentia,animalia,chordata,mammalia,cricetidae,neotoma,usa,2510,none,adult,wild,september,1,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,nearctic,27.1572,212.125,6.076632243,0.96321,175,-0.278,3699,38.5,-109.3,81,5.11736667,12.90833339,37.0741073,798.5894052,23.36640015,-11.45519981,34.82159996,15.30333328,7.229066722,15.33226655,-3.916533208,504,57.4,24.6,22.00995475,161,95.8,156.4,111.8,22,135719,55,9,Adaptive
