SampleID,cluster,bodymass,host_scientific_name,digestive_habitat_type,diet,surrounding_habitat,country,host_order,host_kingdom,host_phylum,host_class,host_family,host_genus,country,elevation_m,additional_microbial_habitat_info,lifestage,captive_wild,sampling_month,trophic_diet,preservation_method,extraction_method,biogeo_realm,PD_whole_tree,chao1,shannon,simpson,observed_otus,host_phylogeny_nDMSproxy,FID,latitiude,longitude,Site_ID,Bio1_2_5min,Bio2_2_5min,Bio3_2_5min,Bio4_2_5min,Bio5_2_5min,Bio6_2_5min,Bio7_2_5min,Bio8_2_5min,Bio9_2_5min,Bio10_2_5min,Bio11_2_5min,Bio12_2_5min,Bio13_2_5min,Bio14_2_5min,Bio15_2_5min,Bio16_2_5min,Bio17_2_5min,Bio18_2_5min,Bio19_2_5min,Vegetation_density,terrain_complexity,NDVI_Modis_1_mar.2018,Immune_Complexity_Ordinal,Immune_Complexity_Binary
ERR1697587,1,medium,homo sapiens,fecal,omnivore,terrestrial,armenia,primates,animalia,chordata,mammalia,hominidae,homo,armenia,1092,none,infant,wild,NA,2,NA,ZR Fecal DNA Miniprep Kit,palearctic,9.12476,10,2.625632319,0.79044,10,-0.278,1963,40.196,44.509,86,10.8143927,11.9414104,31.06683212,945.3141502,28.6848475,-9.748918722,38.43376622,15.17657661,21.85567135,22.05278584,-1.232913377,328.64928,54.584256,12.624,43.75284292,136.280512,47.41632,72.198464,63.616192,0,14777.5,89,9,Adaptive
ERR1697524,1,medium,homo sapiens,fecal,omnivore,terrestrial,armenia,primates,animalia,chordata,mammalia,hominidae,homo,armenia,1092,none,infant,wild,NA,2,NA,ZR Fecal DNA Miniprep Kit,palearctic,9.14442,9,2.49743362,0.762404,9,-0.278,1900,40.196,44.509,86,10.8143927,11.9414104,31.06683212,945.3141502,28.6848475,-9.748918722,38.43376622,15.17657661,21.85567135,22.05278584,-1.232913377,328.64928,54.584256,12.624,43.75284292,136.280512,47.41632,72.198464,63.616192,0,14777.5,89,9,Adaptive
ERR1697540,1,medium,homo sapiens,fecal,omnivore,terrestrial,armenia,primates,animalia,chordata,mammalia,hominidae,homo,armenia,1092,none,infant,wild,NA,2,NA,ZR Fecal DNA Miniprep Kit,palearctic,8.87957,11,3.13496081,0.866358,11,-0.278,1916,40.196,44.509,86,10.8143927,11.9414104,31.06683212,945.3141502,28.6848475,-9.748918722,38.43376622,15.17657661,21.85567135,22.05278584,-1.232913377,328.64928,54.584256,12.624,43.75284292,136.280512,47.41632,72.198464,63.616192,0,14777.5,89,9,Adaptive
ERR1697594,1,medium,homo sapiens,fecal,omnivore,terrestrial,armenia,primates,animalia,chordata,mammalia,hominidae,homo,armenia,1092,none,infant,wild,NA,2,NA,ZR Fecal DNA Miniprep Kit,palearctic,8.55357,5,2.046971898,0.744302,5,-0.278,1970,40.196,44.509,86,10.8143927,11.9414104,31.06683212,945.3141502,28.6848475,-9.748918722,38.43376622,15.17657661,21.85567135,22.05278584,-1.232913377,328.64928,54.584256,12.624,43.75284292,136.280512,47.41632,72.198464,63.616192,0,14777.5,89,9,Adaptive
1056.Pri.max.Seat.2.13B02,1,medium,priodontes maximus,fecal,carnivore,terrestrial,brazil,cingulata,animalia,chordata,mammalia,chlamyphoridae,priodontes,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,31.82919,184.3636364,5.538826708,0.953732,141,-0.278,7668,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
1056.Pri.max.Seat.2.02V07,1,medium,priodontes maximus,fecal,carnivore,terrestrial,brazil,cingulata,animalia,chordata,mammalia,chlamyphoridae,priodontes,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,25.09156,89.4,4.846922908,0.932366,78,-0.278,7667,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
1056.Pri.max.Seat.04J09,1,medium,priodontes maximus,fecal,carnivore,terrestrial,brazil,cingulata,animalia,chordata,mammalia,chlamyphoridae,priodontes,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,27.36298,216.8333333,4.054318312,0.823024,102,-0.278,7666,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
1056.Myr.tri.Seat.5.3502,1,medium,myrmecophaga tridactyla,fecal,carnivore,terrestrial,brazil,pilosa,animalia,chordata,mammalia,myrmecophagidae,myrmecophaga,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,24.6472,147.0526316,4.580816869,0.862684,112,-0.278,7661,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
1056.Myr.tri.Seat.05D02,1,medium,myrmecophaga tridactyla,fecal,carnivore,terrestrial,brazil,pilosa,animalia,chordata,mammalia,myrmecophagidae,myrmecophaga,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,20.7962,121.2352941,5.360164089,0.953538,99,-0.278,7640,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
1056.Myr.tri.Seat.20.04K11,1,medium,myrmecophaga tridactyla,fecal,carnivore,terrestrial,brazil,pilosa,animalia,chordata,mammalia,myrmecophagidae,myrmecophaga,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,20.30782,122.625,4.798639984,0.920078,82,-0.278,7653,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
1056.Myr.tri.Seat.27.04K10,1,medium,myrmecophaga tridactyla,fecal,carnivore,terrestrial,brazil,pilosa,animalia,chordata,mammalia,myrmecophagidae,myrmecophaga,brazil,2677,feces,adult,wild,january,3,direct_freeze,DNeasy Powersoil,neotropic,22.1958,95.9375,3.666917257,0.805462,74,-0.278,7658,-18.121,-52.908,29,21.42464733,12.97051146,71.20556558,165.4119918,29.73166463,11.51610892,18.21555571,22.57717938,19.15864301,22.79160082,18.99153875,1610.360064,307.188032,21,70.64892816,762.284032,72.980032,577,104.980032,0,197.654007,191,9,Adaptive
SRR2532245,1,medium,ovis aries,stomach,herbivore,terrestrial,china,artiodactyla,animalia,chordata,mammalia,bovidae,ovis,china,1931,Omasum1,adult,wild,september,1,direct_freeze,EZna Stool Dna Kit,palearctic,27.01557,125.8333333,5.925763732,0.975192,113,-0.278,4073,35.75,104.28,76,5.997660035,11.99652003,32.62749929,891.7696887,23.04367981,-13.72431988,36.76799969,15.29285336,-5.621733238,16.61738649,-5.621733238,398.36,85.72,1.72,87.61831475,222.16,8.16,211.6,8.16,0,5998.169922,62,9,Adaptive
SRR2532257,1,medium,ovis aries,stomach,herbivore,terrestrial,china,artiodactyla,animalia,chordata,mammalia,bovidae,ovis,china,1931,Rumen3,adult,wild,september,1,direct_freeze,EZna Stool Dna Kit,palearctic,24.23155,95.92857143,5.168411966,0.947376,85,-0.278,4085,35.75,104.28,76,5.997660035,11.99652003,32.62749929,891.7696887,23.04367981,-13.72431988,36.76799969,15.29285336,-5.621733238,16.61738649,-5.621733238,398.36,85.72,1.72,87.61831475,222.16,8.16,211.6,8.16,0,5998.169922,62,9,Adaptive
SRR2532230,1,medium,ovis aries,fecal,herbivore,terrestrial,china,artiodactyla,animalia,chordata,mammalia,bovidae,ovis,china,1931,colon1,adult,wild,september,1,direct_freeze,EZna Stool Dna Kit,palearctic,25.66785,103.5,5.696282622,0.970934,96,-0.278,4058,35.75,104.28,76,5.997660035,11.99652003,32.62749929,891.7696887,23.04367981,-13.72431988,36.76799969,15.29285336,-5.621733238,16.61738649,-5.621733238,398.36,85.72,1.72,87.61831475,222.16,8.16,211.6,8.16,0,5998.169922,62,9,Adaptive
SRR2532229,1,medium,ovis aries,intestine,herbivore,terrestrial,china,artiodactyla,animalia,chordata,mammalia,bovidae,ovis,china,1931,cecum3,adult,wild,september,1,direct_freeze,EZna Stool Dna Kit,palearctic,21.13137,71.8,5.233651317,0.958164,69,-0.278,4057,35.75,104.28,76,5.997660035,11.99652003,32.62749929,891.7696887,23.04367981,-13.72431988,36.76799969,15.29285336,-5.621733238,16.61738649,-5.621733238,398.36,85.72,1.72,87.61831475,222.16,8.16,211.6,8.16,0,5998.169922,62,9,Adaptive
SRR2532240,1,medium,ovis aries,intestine,herbivore,terrestrial,china,artiodactyla,animalia,chordata,mammalia,bovidae,ovis,china,1931,ileum3,adult,wild,september,1,direct_freeze,EZna Stool Dna Kit,palearctic,23.79578,82.14285714,5.457597952,0.963886,77,-0.278,4068,35.75,104.28,76,5.997660035,11.99652003,32.62749929,891.7696887,23.04367981,-13.72431988,36.76799969,15.29285336,-5.621733238,16.61738649,-5.621733238,398.36,85.72,1.72,87.61831475,222.16,8.16,211.6,8.16,0,5998.169922,62,9,Adaptive
SRR2532253,1,medium,ovis aries,stomach,herbivore,terrestrial,china,artiodactyla,animalia,chordata,mammalia,bovidae,ovis,china,1931,Reticulum2,adult,wild,september,1,direct_freeze,EZna Stool Dna Kit,palearctic,24.01488,106.8571429,5.15569589,0.94463,85,-0.278,4081,35.75,104.28,76,5.997660035,11.99652003,32.62749929,891.7696887,23.04367981,-13.72431988,36.76799969,15.29285336,-5.621733238,16.61738649,-5.621733238,398.36,85.72,1.72,87.61831475,222.16,8.16,211.6,8.16,0,5998.169922,62,9,Adaptive
SRR2532256,1,medium,ovis aries,stomach,herbivore,terrestrial,china,artiodactyla,animalia,chordata,mammalia,bovidae,ovis,china,1931,Rumen2,adult,wild,september,1,direct_freeze,EZna Stool Dna Kit,palearctic,25.62968,127.25,5.294782488,0.947588,98,-0.278,4084,35.75,104.28,76,5.997660035,11.99652003,32.62749929,891.7696887,23.04367981,-13.72431988,36.76799969,15.29285336,-5.621733238,16.61738649,-5.621733238,398.36,85.72,1.72,87.61831475,222.16,8.16,211.6,8.16,0,5998.169922,62,9,Adaptive
SRR2532226,1,medium,ovis aries,stomach,herbivore,terrestrial,china,artiodactyla,animalia,chordata,mammalia,bovidae,ovis,china,1931,abomasum4,adult,wild,september,1,direct_freeze,EZna Stool Dna Kit,palearctic,27.89183,138.5416667,6.079376264,0.97774,125,-0.278,4054,35.75,104.28,76,5.997660035,11.99652003,32.62749929,891.7696887,23.04367981,-13.72431988,36.76799969,15.29285336,-5.621733238,16.61738649,-5.621733238,398.36,85.72,1.72,87.61831475,222.16,8.16,211.6,8.16,0,5998.169922,62,9,Adaptive
SRR2532243,1,medium,ovis aries,intestine,herbivore,terrestrial,china,artiodactyla,animalia,chordata,mammalia,bovidae,ovis,china,1931,Jejunum3,adult,wild,september,1,direct_freeze,EZna Stool Dna Kit,palearctic,20.14178,90.5,4.183731735,0.889408,62,-0.278,4071,35.75,104.28,76,5.997660035,11.99652003,32.62749929,891.7696887,23.04367981,-13.72431988,36.76799969,15.29285336,-5.621733238,16.61738649,-5.621733238,398.36,85.72,1.72,87.61831475,222.16,8.16,211.6,8.16,0,5998.169922,62,9,Adaptive
ERR1102000,1,medium,alouatta palliata,fecal,herbivore,terrestrial,costa rica,primates,animalia,chordata,mammalia,atelidae,alouatta,costa rica,607,none,adult,wild,NA,1,direct_freeze,DNeasy Powersoil,neotropic,35.88933,221.0238095,6.135967464,0.96971,176,-0.278,6302,10.4,-83.77,51,26.08516407,8.004216021,76.05535769,80.59313704,31.57484833,21.05075171,10.52409662,26.2114932,26.82241611,27.22932288,25.21221346,3680.368,458.888,143.92,34.33189962,1219.456,480.04,595.088,1071.32,2,119.7779999,221,9,Adaptive
ERR1101987,1,medium,alouatta palliata,fecal,herbivore,terrestrial,costa rica,primates,animalia,chordata,mammalia,atelidae,alouatta,costa rica,607,none,adult,wild,NA,1,direct_freeze,DNeasy Powersoil,neotropic,37.37745,288.25,6.146111192,0.96816,181,-0.278,6289,10.4,-83.77,51,26.08516407,8.004216021,76.05535769,80.59313704,31.57484833,21.05075171,10.52409662,26.2114932,26.82241611,27.22932288,25.21221346,3680.368,458.888,143.92,34.33189962,1219.456,480.04,595.088,1071.32,2,119.7779999,221,9,Adaptive
ERR1101996,1,medium,alouatta palliata,fecal,herbivore,terrestrial,costa rica,primates,animalia,chordata,mammalia,atelidae,alouatta,costa rica,607,none,adult,wild,NA,1,direct_freeze,DNeasy Powersoil,neotropic,37.52912,235.3030303,6.324394446,0.976768,178,-0.278,6298,10.4,-83.77,51,26.08516407,8.004216021,76.05535769,80.59313704,31.57484833,21.05075171,10.52409662,26.2114932,26.82241611,27.22932288,25.21221346,3680.368,458.888,143.92,34.33189962,1219.456,480.04,595.088,1071.32,2,119.7779999,221,9,Adaptive
ERR1101985,1,medium,alouatta palliata,fecal,herbivore,terrestrial,costa rica,primates,animalia,chordata,mammalia,atelidae,alouatta,costa rica,607,none,adult,wild,NA,1,direct_freeze,DNeasy Powersoil,neotropic,37.41187,283.6896552,6.418391757,0.976512,188,-0.278,6287,10.4,-83.77,51,26.08516407,8.004216021,76.05535769,80.59313704,31.57484833,21.05075171,10.52409662,26.2114932,26.82241611,27.22932288,25.21221346,3680.368,458.888,143.92,34.33189962,1219.456,480.04,595.088,1071.32,2,119.7779999,221,9,Adaptive
ERR1101997,1,medium,alouatta palliata,fecal,herbivore,terrestrial,costa rica,primates,animalia,chordata,mammalia,atelidae,alouatta,costa rica,607,none,adult,wild,NA,1,direct_freeze,DNeasy Powersoil,neotropic,36.86057,240.3571429,6.411884826,0.978764,175,-0.278,6299,10.4,-83.77,51,26.08516407,8.004216021,76.05535769,80.59313704,31.57484833,21.05075171,10.52409662,26.2114932,26.82241611,27.22932288,25.21221346,3680.368,458.888,143.92,34.33189962,1219.456,480.04,595.088,1071.32,2,119.7779999,221,9,Adaptive
ERR1101990,1,medium,alouatta palliata,fecal,herbivore,terrestrial,costa rica,primates,animalia,chordata,mammalia,atelidae,alouatta,costa rica,607,none,adult,wild,NA,1,direct_freeze,DNeasy Powersoil,neotropic,31.28256,209,5.74142364,0.96338,139,-0.278,6292,10.4,-83.77,51,26.08516407,8.004216021,76.05535769,80.59313704,31.57484833,21.05075171,10.52409662,26.2114932,26.82241611,27.22932288,25.21221346,3680.368,458.888,143.92,34.33189962,1219.456,480.04,595.088,1071.32,2,119.7779999,221,9,Adaptive
ERR1101992,1,medium,alouatta palliata,fecal,herbivore,terrestrial,costa rica,primates,animalia,chordata,mammalia,atelidae,alouatta,costa rica,607,none,adult,wild,NA,1,direct_freeze,DNeasy Powersoil,neotropic,35.48141,229.0333333,6.063029141,0.968424,166,-0.278,6294,10.4,-83.77,51,26.08516407,8.004216021,76.05535769,80.59313704,31.57484833,21.05075171,10.52409662,26.2114932,26.82241611,27.22932288,25.21221346,3680.368,458.888,143.92,34.33189962,1219.456,480.04,595.088,1071.32,2,119.7779999,221,9,Adaptive
ERR1102001,1,medium,alouatta palliata,fecal,herbivore,terrestrial,costa rica,primates,animalia,chordata,mammalia,atelidae,alouatta,costa rica,607,none,adult,wild,NA,1,direct_freeze,DNeasy Powersoil,neotropic,37.40666,252.64,6.37007627,0.978506,172,-0.278,6303,10.4,-83.77,51,26.08516407,8.004216021,76.05535769,80.59313704,31.57484833,21.05075171,10.52409662,26.2114932,26.82241611,27.22932288,25.21221346,3680.368,458.888,143.92,34.33189962,1219.456,480.04,595.088,1071.32,2,119.7779999,221,9,Adaptive
ERR2117000,1,medium,eulemur rubriventer,fecal,omnivore,terrestrial,madagascar,primates,animalia,chordata,mammalia,lemuridae,eulemur,madagascar,1016,feces,juvenile_pupae,wild,january,2,other,DNeasy Powersoil,afrotropic,24.81952,94.92857143,4.906657509,0.925724,84,-0.278,5051,-21.25632,47.41222,66,17.781,11.674,63.169,258.597,26.5,7.928,18.72,20.43,14.758,20.43,14.246,1540,292,42,77.637,797,134,797,138,NA,NA,234,9,Adaptive
ERR2116992,1,medium,eulemur rubriventer,fecal,omnivore,terrestrial,madagascar,primates,animalia,chordata,mammalia,lemuridae,eulemur,madagascar,1016,feces,adult,wild,january,2,other,DNeasy Powersoil,afrotropic,33.20796,147.4,5.757550482,0.968032,121,-0.278,5045,-21.25632,47.41222,66,17.781,11.674,63.169,258.597,26.5,7.928,18.72,20.43,14.758,20.43,14.246,1540,292,42,77.637,797,134,797,138,NA,NA,234,9,Adaptive
ERR2116964,1,medium,eulemur rubriventer,fecal,omnivore,terrestrial,madagascar,primates,animalia,chordata,mammalia,lemuridae,eulemur,madagascar,1016,feces,adult,wild,november,2,other,DNeasy Powersoil,afrotropic,27.07265,128.5555556,5.326346849,0.956466,101,-0.278,5022,-21.25632,47.41222,66,17.781,11.674,63.169,258.597,26.5,7.928,18.72,20.43,14.758,20.43,14.246,1540,292,42,77.637,797,134,797,138,NA,NA,234,9,Adaptive
ERR1101920,1,medium,alouatta pigra,fecal,herbivore,terrestrial,mexico,primates,animalia,chordata,mammalia,atelidae,alouatta,mexico,263,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,nearctic,38.58218,250.972973,6.636019981,0.982062,193,-0.278,5931,17.4,-92.03,60,25.43475321,9.980695951,58.83323078,199.8157283,33.56150397,16.59718394,16.96432002,26.21473572,25.0520426,27.53531717,22.71385599,2762.744,437.992,90.56,51.51270124,1154.096,298.176,763.928,435.544,59,13451.2002,222,9,Adaptive
ERR1101944,1,medium,alouatta pigra,fecal,herbivore,terrestrial,mexico,primates,animalia,chordata,mammalia,atelidae,alouatta,mexico,263,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,nearctic,35.42511,190.0285714,6.278704921,0.977038,163,-0.278,5955,17.4,-92.03,60,25.43475321,9.980695951,58.83323078,199.8157283,33.56150397,16.59718394,16.96432002,26.21473572,25.0520426,27.53531717,22.71385599,2762.744,437.992,90.56,51.51270124,1154.096,298.176,763.928,435.544,59,13451.2002,222,9,Adaptive
ERR1101923,1,medium,alouatta pigra,fecal,herbivore,terrestrial,mexico,primates,animalia,chordata,mammalia,atelidae,alouatta,mexico,263,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,nearctic,33.27898,183.5,5.435234698,0.943246,141,-0.278,5934,17.4,-92.03,60,25.43475321,9.980695951,58.83323078,199.8157283,33.56150397,16.59718394,16.96432002,26.21473572,25.0520426,27.53531717,22.71385599,2762.744,437.992,90.56,51.51270124,1154.096,298.176,763.928,435.544,59,13451.2002,222,9,Adaptive
ERR1101842,1,medium,alouatta pigra,fecal,herbivore,terrestrial,mexico,primates,animalia,chordata,mammalia,atelidae,alouatta,mexico,263,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,nearctic,33.61188,201.5357143,5.746823481,0.939682,156,-0.278,5904,17.4,-92.03,60,25.43475321,9.980695951,58.83323078,199.8157283,33.56150397,16.59718394,16.96432002,26.21473572,25.0520426,27.53531717,22.71385599,2762.744,437.992,90.56,51.51270124,1154.096,298.176,763.928,435.544,59,13451.2002,222,9,Adaptive
ERR1101904,1,medium,alouatta pigra,fecal,herbivore,terrestrial,mexico,primates,animalia,chordata,mammalia,atelidae,alouatta,mexico,263,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,nearctic,37.10878,243,6.085638523,0.962032,171,-0.278,5915,17.4,-92.03,60,25.43475321,9.980695951,58.83323078,199.8157283,33.56150397,16.59718394,16.96432002,26.21473572,25.0520426,27.53531717,22.71385599,2762.744,437.992,90.56,51.51270124,1154.096,298.176,763.928,435.544,59,13451.2002,222,9,Adaptive
ERR1101849,1,medium,alouatta pigra,fecal,herbivore,terrestrial,mexico,primates,animalia,chordata,mammalia,atelidae,alouatta,mexico,263,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,nearctic,38.49016,286.2,6.694912203,0.982224,201,-0.278,5911,17.4,-92.03,60,25.43475321,9.980695951,58.83323078,199.8157283,33.56150397,16.59718394,16.96432002,26.21473572,25.0520426,27.53531717,22.71385599,2762.744,437.992,90.56,51.51270124,1154.096,298.176,763.928,435.544,59,13451.2002,222,9,Adaptive
ERR1101874,1,medium,alouatta pigra,fecal,herbivore,terrestrial,mexico,primates,animalia,chordata,mammalia,atelidae,alouatta,mexico,41,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,nearctic,33.47757,177.1578947,5.689485591,0.950906,134,-0.278,5582,18.5,-91.02,65,26.36493335,12.10445295,63.06938436,213.1032023,35.72399902,16.53184036,19.19215866,27.61234689,26.06237352,28.66943974,23.46570683,1409.92,248,22,75.60797583,694.48,77,314,118.96,63,159.5559998,210,9,Adaptive
ERR1101864,1,medium,alouatta pigra,fecal,herbivore,terrestrial,mexico,primates,animalia,chordata,mammalia,atelidae,alouatta,mexico,41,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,nearctic,29.01246,133.05,5.363504396,0.960482,105,-0.278,5572,18.5,-91.02,65,26.36493335,12.10445295,63.06938436,213.1032023,35.72399902,16.53184036,19.19215866,27.61234689,26.06237352,28.66943974,23.46570683,1409.92,248,22,75.60797583,694.48,77,314,118.96,63,159.5559998,210,9,Adaptive
ERR1101883,1,medium,alouatta pigra,fecal,herbivore,terrestrial,mexico,primates,animalia,chordata,mammalia,atelidae,alouatta,mexico,41,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,nearctic,33.52511,203.6818182,6.217857474,0.97872,148,-0.278,5591,18.5,-91.02,65,26.36493335,12.10445295,63.06938436,213.1032023,35.72399902,16.53184036,19.19215866,27.61234689,26.06237352,28.66943974,23.46570683,1409.92,248,22,75.60797583,694.48,77,314,118.96,63,159.5559998,210,9,Adaptive
SRR1523388,1,medium,acinonyx jubatus,fecal,carnivore,terrestrial,namibia,carnivora,animalia,chordata,mammalia,feliformia,acinonyx,namibia,1553,gastrointestinal tract,NA,wild,NA,3,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,afrotropic,10.64133,39,4.991911938,0.964202,39,-0.278,8829,-22.46,17.9,27,19.12877995,18.11669046,60.88041126,419.9411727,33.26307159,3.505568026,29.75750357,22.76607474,13.50317875,23.55282646,13.50317875,350.312,82.92,0,103.8293616,227.816,1,198.816,1,0,423.2099915,98,9,Adaptive
SRR1523374,1,medium,acinonyx jubatus,fecal,carnivore,terrestrial,namibia,carnivora,animalia,chordata,mammalia,feliformia,acinonyx,namibia,1553,gastrointestinal tract,NA,wild,NA,3,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,afrotropic,10.24315,21,4.005697696,0.923888,21,-0.278,8823,-22.46,17.9,27,19.12877995,18.11669046,60.88041126,419.9411727,33.26307159,3.505568026,29.75750357,22.76607474,13.50317875,23.55282646,13.50317875,350.312,82.92,0,103.8293616,227.816,1,198.816,1,0,423.2099915,98,9,Adaptive
SRR1523382,1,medium,acinonyx jubatus,fecal,carnivore,terrestrial,namibia,carnivora,animalia,chordata,mammalia,feliformia,acinonyx,namibia,1553,gastrointestinal tract,NA,wild,NA,3,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,afrotropic,9.97295,38,4.983723991,0.962088,38,-0.278,8826,-22.46,17.9,27,19.12877995,18.11669046,60.88041126,419.9411727,33.26307159,3.505568026,29.75750357,22.76607474,13.50317875,23.55282646,13.50317875,350.312,82.92,0,103.8293616,227.816,1,198.816,1,0,423.2099915,98,9,Adaptive
SRR1523378,1,medium,acinonyx jubatus,fecal,carnivore,terrestrial,namibia,carnivora,animalia,chordata,mammalia,feliformia,acinonyx,namibia,1553,gastrointestinal tract,NA,wild,NA,3,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,afrotropic,8.37126,14,3.687508346,0.916354,14,-0.278,8825,-22.46,17.9,27,19.12877995,18.11669046,60.88041126,419.9411727,33.26307159,3.505568026,29.75750357,22.76607474,13.50317875,23.55282646,13.50317875,350.312,82.92,0,103.8293616,227.816,1,198.816,1,0,423.2099915,98,9,Adaptive
SRR1523384,1,medium,acinonyx jubatus,fecal,carnivore,terrestrial,namibia,carnivora,animalia,chordata,mammalia,feliformia,acinonyx,namibia,1553,gastrointestinal tract,NA,wild,NA,3,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,afrotropic,10.74884,31,4.617276463,0.95223,31,-0.278,8827,-22.46,17.9,27,19.12877995,18.11669046,60.88041126,419.9411727,33.26307159,3.505568026,29.75750357,22.76607474,13.50317875,23.55282646,13.50317875,350.312,82.92,0,103.8293616,227.816,1,198.816,1,0,423.2099915,98,9,Adaptive
SRR1523390,1,medium,acinonyx jubatus,fecal,carnivore,terrestrial,namibia,carnivora,animalia,chordata,mammalia,feliformia,acinonyx,namibia,1553,gastrointestinal tract,NA,wild,NA,3,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,afrotropic,9.984,22,4.08325889,0.930776,22,-0.278,8830,-22.46,17.9,27,19.12877995,18.11669046,60.88041126,419.9411727,33.26307159,3.505568026,29.75750357,22.76607474,13.50317875,23.55282646,13.50317875,350.312,82.92,0,103.8293616,227.816,1,198.816,1,0,423.2099915,98,9,Adaptive
SRR1523386,1,medium,acinonyx jubatus,fecal,carnivore,terrestrial,namibia,carnivora,animalia,chordata,mammalia,feliformia,acinonyx,namibia,1553,gastrointestinal tract,NA,wild,NA,3,direct_freeze,QIAamp_Dna_Stool_Mini_Kit_,afrotropic,9.90504,37,5.057842285,0.96683,37,-0.278,8828,-22.46,17.9,27,19.12877995,18.11669046,60.88041126,419.9411727,33.26307159,3.505568026,29.75750357,22.76607474,13.50317875,23.55282646,13.50317875,350.312,82.92,0,103.8293616,227.816,1,198.816,1,0,423.2099915,98,9,Adaptive
ERR1101816,1,medium,alouatta palliata,fecal,herbivore,terrestrial,nicaragua,primates,animalia,chordata,mammalia,atelidae,alouatta,nicaragua,61,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,neotropic,37.12249,231.1034483,6.098862025,0.966122,168,-0.278,6043,11.5,-85.58,59,26.29327982,6.802293002,76.14545244,69.75925618,30.80943954,21.87615967,8.933279877,26.15725299,26.17837311,27.28591998,25.48645303,1729.96,317.08,8.24,83.42921941,835.04,50.36,217.04,177.92,92,41788.69922,171,9,Adaptive
ERR1101827,1,medium,alouatta palliata,fecal,herbivore,terrestrial,nicaragua,primates,animalia,chordata,mammalia,atelidae,alouatta,nicaragua,61,none,adult,wild,NA,1,ethanol,DNeasy Powersoil,neotropic,41.78443,281.0465116,6.705506178,0.980874,213,-0.278,6054,11.5,-85.58,59,26.29327982,6.802293002,76.14545244,69.75925618,30.80943954,21.87615967,8.933279877,26.15725299,26.17837311,27.28591998,25.48645303,1729.96,317.08,8.24,83.42921941,835.04,50.36,217.04,177.92,92,41788.69922,171,9,Adaptive
