SampleID	cluster	bodymass	host_scientific_name	digestive_habitat_type	diet	surrounding_habitat	host_order	host_kingdom	host_phylum	host_class	host_family	host_genus	collection_timestamp	country	elevation_m	microbial_habitat_type	internal_habitat_type	exterl_habitat_type	additional_microbial_habitat_info	lifestage	captive_wild	sampling_month	trophic_diet	preservation_method	extraction_method	biogeo_realm	PD_whole_tree	chao1	shannon	simpson	observed_otus	host_phylogeny_nDMSproxy	latitiude	longitude	Site_ID	Bio1_2_5min	Bio2_2_5min	Bio3_2_5min	Bio4_2_5min	Bio5_2_5min	Bio6_2_5min	Bio7_2_5min	Bio8_2_5min	Bio9_2_5min	Bio10_2_5min	Bio11_2_5min	Bio12_2_5min	Bio13_2_5min	Bio14_2_5min	Bio15_2_5min	Bio16_2_5min	Bio17_2_5min	Bio18_2_5min	Bio19_2_5min	Vegetation_density	terrain_complexity	NDVI_Modis_1_mar.2018	Immune_Complexity_Ordinal	Immune_Complexity_Binary
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical	categorical
MVB2015-2224	2		cycloramphus boraceiensis	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	cycloramphidae	cycloramphus		brazil	133	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	20.42548	55	4.024675984	0.886322	50	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-2220	2		cycloramphus boraceiensis	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	cycloramphidae	cycloramphus		brazil	133	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	18.60917	94.5	4.017489214	0.891316	56	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-2228	2		cycloramphus boraceiensis	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	cycloramphidae	cycloramphus		brazil	133	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	22.28404	106.1428571	4.813018597	0.945774	70	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-2218	2		cycloramphus boraceiensis	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	cycloramphidae	cycloramphus		brazil	133	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	27.01566	109.3333333	5.046501232	0.94096	86	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-2221	1		cycloramphus boraceiensis	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	cycloramphidae	cycloramphus		brazil	133	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	25.02622	118.9090909	5.216115108	0.958022	87	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-2024	1		dendropsophus minutus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	dendropsophus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	25.42476	118.1666667	4.826668551	0.925742	94	-0.293	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2018	2		dendropsophus minutus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	dendropsophus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	29.77319	109.516129	4.791441847	0.916784	104	-0.293	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2022	2		dendropsophus minutus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	dendropsophus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	27.29498	163	4.196305784	0.861138	97	-0.293	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2098	2		dendropsophus sanborni	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	dendropsophus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	18.29536	49	4.039131551	0.906518	49	-0.293	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2036	1		dendropsophus sanborni	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	dendropsophus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	19.29294	67	3.637073175	0.837624	45	-0.293	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2040	1		dendropsophus sanborni	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	dendropsophus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	27.65106	124.2727273	3.853080533	0.848256	87	-0.293	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2088	2		dendropsophus sanborni	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	dendropsophus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	14.13039	23.5	2.940044789	0.827048	21	-0.293	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2222	2		haddadus binotatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	craugastoridae	haddadus		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	17.32135	44.1	1.239432397	0.294034	35	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-5090	1		hylodes asper	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylodidae	hylodes		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	23.21125	98.11111111	4.797809664	0.944628	70	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-4917	1		hylodes asper	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylodidae	hylodes		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	24.75709	117.75	4.909939846	0.902746	99	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-4865	1		hylodes asper	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylodidae	hylodes		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	20.42848	88.07142857	3.993861289	0.877698	70	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-4867	1		hylodes asper	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylodidae	hylodes		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	18.57284	126.6666667	3.76906459	0.862258	59	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-5088	2		hylodes phyllodes	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylodidae	hylodes		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	41.63802	343.6582278	6.907538289	0.967678	281	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-5082	1		hylodes phyllodes	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylodidae	hylodes		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	42.87118	378.2	6.062363405	0.957304	220	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-5086	1		hylodes phyllodes	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylodidae	hylodes		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	30.94955	185.125	5.747803785	0.961314	142	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-4863	2		hylodes phyllodes	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylodidae	hylodes		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	34.51086	310.2432432	5.535402975	0.94143	187	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-2225	1		hylodes phyllodes	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylodidae	hylodes		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	15.8185	31.33333333	2.867303037	0.73677	28	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-5162	1		hypsiboas albomarginatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	29.08047	150	5.475413412	0.958288	113	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-5145	1		hypsiboas albomarginatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	38.33994	196.212766	6.212577738	0.959712	177	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-5163	2		hypsiboas albomarginatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	32.54461	197	5.06359366	0.93395	119	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-5143	1		hypsiboas albomarginatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	41.36384	296.5	6.541829295	0.97981	192	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-5121	1		hypsiboas albomarginatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	34.81581	214.1578947	5.439003387	0.938656	136	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-4962	1		hypsiboas albomarginatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	28.61348	132.5555556	5.689770663	0.970012	110	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-4950	1		hypsiboas albomarginatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	42.32095	257.12	6.729768799	0.983464	206	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-5131	1		hypsiboas albomarginatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	35.55183	239.893617	4.888813515	0.853582	176	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-4956	1		hypsiboas albomarginatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	42.71348	285.3035714	6.819151676	0.98247	226	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-2090	1		hypsiboas albopunctatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	38.08664	228.3571429	6.104461675	0.97307	163	-0.292	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2212	1		hypsiboas albopunctatus	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	36.00079	193.5	5.946778524	0.968636	151	-0.292	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-4958	1		hypsiboas faber	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	36.95069	244	5.339813435	0.937764	167	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-5119	4		hypsiboas faber	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	29.17908	133.3571429	2.71974843	0.56818	98	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-4946	4		hypsiboas faber	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	30	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	39.9837	300.7	6.205674013	0.970034	190	-0.292	-23.457134	-45.051457	25	22.09334487	8.458749795	53.06209122	244.8854224	30.38089365	14.44274687	15.93814678	24.92665787	19.16694514	25.19181356	19.16694514	2504.407009	316.9454008	97.31711668	42.19941468	937.6394138	306.3992654	930.0534403	306.3992654	10	4979.729981	247	7	Adaptive
MVB2015-2094	1		hypsiboas faber	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	hypsiboas		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	33.15008	187	5.735287056	0.957226	152	-0.292	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-4871	3		phasmahyla cruzi	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	phasmahyla		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	21.96341	100.0769231	3.880709053	0.855842	71	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-4881	3		phasmahyla cruzi	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	phasmahyla		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	21.99212	214.75	3.675697414	0.848068	66	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-4857	1		phasmahyla cruzi	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	phasmahyla		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	28.60519	171.40625	4.355858379	0.87971	125	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-4883	1		phasmahyla cruzi	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	phasmahyla		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	25.11771	112.7142857	4.838044882	0.925756	96	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-4873	1		phasmahyla cruzi	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	hylidae	phasmahyla		brazil	153	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	22.31725	82.57142857	4.650858769	0.925758	74	-0.292	-23.365265	-44.800907	26	21.02500006	10.13333329	58.2375489	231.7767346	30	12.60000038	17.39999962	23.71666686	18.23333343	23.96666686	18.23333343	2415	319	94	45.83340818	946	287	934	287	91	43722.5	244	7	Adaptive
MVB2015-2044	2		physalaemus cuvieri	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	leptodactylidae	physalaemus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	33.19411	173.7	4.3423148	0.840032	126	-0.292	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2034	1		physalaemus cuvieri	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	leptodactylidae	physalaemus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	39.82409	238.037037	5.585430492	0.941976	161	-0.292	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2028	1		physalaemus cuvieri	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	leptodactylidae	physalaemus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	49.89822	329.1666667	6.772628847	0.9793	245	-0.292	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
MVB2015-2030	1		physalaemus cuvieri	intestine	carnivore	freshwater	anura	animalia	chordata	amphibia	leptodactylidae	physalaemus		brazil	649	internal	digestive-associated		gastrointestinal tract	larvae	wild	april	3	direct_freeze	DNeasy Powersoil	neotropic	38.81137	234.3913043	6.031667399	0.967172	160	-0.292	-22.32618	-47.712576	28	20.37649398	11.38157277	59.73439346	245.8254885	29.39629654	10.3428171	19.05347944	22.89311922	17.07098461	22.92083002	17.07098461	1314.371205	249.8030309	22.01748114	73.69731854	664.4169006	81.29098514	612.2277394	81.29098514	0	2556.909912	221	7	Adaptive
