SampleID	cluster	bodymass	host_scientific_name	digestive_habitat_type	diet	surrounding_habitat	host_order	host_kingdom	host_phylum	host_class	host_family	host_genus	collection_timestamp	country	elevation_m	microbial_habitat_type	internal_habitat_type	exterl_habitat_type	additional_microbial_habitat_info	lifestage	captive_wild	sampling_month	trophic_diet	preservation_method	extraction_method	biogeo_realm	PD_whole_tree	chao1	shannon	simpson	observed_otus	host_phylogeny_nDMSproxy	latitiude	longitude	Site_ID	Bio1_2_5min	Bio2_2_5min	Bio3_2_5min	Bio4_2_5min	Bio5_2_5min	Bio6_2_5min	Bio7_2_5min	Bio8_2_5min	Bio9_2_5min	Bio10_2_5min	Bio11_2_5min	Bio12_2_5min	Bio13_2_5min	Bio14_2_5min	Bio15_2_5min	Bio16_2_5min	Bio17_2_5min	Bio18_2_5min	Bio19_2_5min	Vegetation_density	terrain_complexity	NDVI_Modis_1_mar.2018	Immune_Complexity_Ordinal	Immune_Complexity_Binary
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical	categorical
894.UY733.lane3.NoIndex.L003	1		canus lupus familiaris	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	canus	10/12/2009	australia	329	internal	digestive-associated		feces	adult	wild	december	2	direct_freeze	DNeasy Powersoil	australasia	43.00219	444.7580645	6.688053971	0.964634	281	-0.278	-37.673563	145.89612	6	11.85838217	8.388258914	41.4523029	417.8426986	21.31743819	1.081920197	20.23551799	7.128202953	17.05899352	17.05899352	6.751846059	1443.542279	170.7562867	61.74252672	28.00687646	477.9297696	224.3126134	224.3126134	459.0918656	88	2369.51001	238	9	Adaptive
894.SV1768.lane5.NoIndex.L005	2		canus lupus familiaris	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	canus	12/11/2010	australia	259	internal	digestive-associated		feces	adult	wild	november	2	direct_freeze	DNeasy Powersoil	australasia	30.95795	265.7142857	5.551895064	0.952206	154	-0.278	-37.827006	145.415048	2	13.18989499	8.836492567	44.90532057	379.2770804	22.33801538	2.664433225	19.67358215	10.51455701	17.98199759	17.98199759	8.597263752	1178.349719	124.781519	60.09884609	22.13498033	359.7818802	197.6401872	197.6401872	344.2333655	73	8051.109863	173	9	Adaptive
894.SV1770.lane5.NoIndex.L005	1		canus lupus familiaris	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	canus	12/11/2010	australia	259	internal	digestive-associated		feces	adult	wild	november	2	direct_freeze	DNeasy Powersoil	australasia	37.74169	318.902439	6.411317315	0.974472	210	-0.278	-37.827006	145.415048	2	13.18989499	8.836492567	44.90532057	379.2770804	22.33801538	2.664433225	19.67358215	10.51455701	17.98199759	17.98199759	8.597263752	1178.349719	124.781519	60.09884609	22.13498033	359.7818802	197.6401872	197.6401872	344.2333655	73	8051.109863	173	9	Adaptive
894.SV1759.lane5.NoIndex.L005	1		canus lupus familiaris	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	canus	12/11/2010	australia	259	internal	digestive-associated		feces	adult	wild	november	2	direct_freeze	DNeasy Powersoil	australasia	35.15527	305.4473684	6.384162216	0.973436	207	-0.278	-37.827006	145.415048	2	13.18989499	8.836492567	44.90532057	379.2770804	22.33801538	2.664433225	19.67358215	10.51455701	17.98199759	17.98199759	8.597263752	1178.349719	124.781519	60.09884609	22.13498033	359.7818802	197.6401872	197.6401872	344.2333655	73	8051.109863	173	9	Adaptive
894.F1463.lane5.NoIndex.L005	1		canus lupus familiaris	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	canus		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	22.76135	149.3157895	4.925127265	0.93838	104	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1554.lane5.NoIndex.L005	1		canus lupus familiaris	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	canus		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	46.70292	506.0185185	6.88233087	0.977802	285	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1468.lane5.NoIndex.L005	1		canus lupus familiaris	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	canus		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	40.44196	419.6382979	7.016724162	0.985378	260	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1553.lane5.NoIndex.L005	1		canus lupus familiaris	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	canus		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	46.42755	547.2380952	6.662543449	0.97112	274	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.UY730.lane3.NoIndex.L003	1		felis catus	fecal	carnivore	terrestrial	carnivora	animalia	chordata	mammalia	felidae	felis	10/12/2009	australia	329	internal	digestive-associated		feces	adult	wild	december	3	direct_freeze	DNeasy Powersoil	australasia	39.89372	457.0833333	6.506275474	0.95415	263	-0.278	-37.673563	145.89612	6	11.85838217	8.388258914	41.4523029	417.8426986	21.31743819	1.081920197	20.23551799	7.128202953	17.05899352	17.05899352	6.751846059	1443.542279	170.7562867	61.74252672	28.00687646	477.9297696	224.3126134	224.3126134	459.0918656	88	2369.51001	238	9	Adaptive
894.F1454.lane5.NoIndex.L005	1		felis catus	fecal	carnivore	terrestrial	carnivora	animalia	chordata	mammalia	felidae	felis		australia	128	internal	digestive-associated		feces	adult	wild	january	3	direct_freeze	DNeasy Powersoil	australasia	17.21165	79	3.867851759	0.88654	49	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1453.lane5.NoIndex.L005	1		felis catus	fecal	carnivore	terrestrial	carnivora	animalia	chordata	mammalia	felidae	felis		australia	128	internal	digestive-associated		feces	adult	wild	january	3	direct_freeze	DNeasy Powersoil	australasia	35.8962	332.3846154	6.373443746	0.967226	213	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1455.lane5.NoIndex.L005	1		felis catus	fecal	carnivore	terrestrial	carnivora	animalia	chordata	mammalia	felidae	felis		australia	128	internal	digestive-associated		feces	adult	wild	january	3	direct_freeze	DNeasy Powersoil	australasia	19.71715	105	3.917378043	0.883856	55	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.SV1322.lane5.NoIndex.L005	1		vulpes vulpes	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	vulpes	27/05/2010	australia	259	internal	digestive-associated		feces	adult	wild	may	2	direct_freeze	DNeasy Powersoil	australasia	50.1223	534.5423729	7.020770144	0.974388	308	-0.278	-37.827006	145.415048	2	13.18989499	8.836492567	44.90532057	379.2770804	22.33801538	2.664433225	19.67358215	10.51455701	17.98199759	17.98199759	8.597263752	1178.349719	124.781519	60.09884609	22.13498033	359.7818802	197.6401872	197.6401872	344.2333655	73	8051.109863	173	9	Adaptive
894.F1457.lane5.NoIndex.L005	1		vulpes vulpes	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	vulpes		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	24.47154	167.2727273	5.659041504	0.960664	130	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1460.lane5.NoIndex.L005	1		vulpes vulpes	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	vulpes		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	36.06466	412.78125	6.449482343	0.972966	222	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1570.lane5.NoIndex.L005	1		vulpes vulpes	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	vulpes		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	45.88287	439.2295082	6.943090003	0.979006	282	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1459.lane5.NoIndex.L005	1		vulpes vulpes	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	vulpes		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	24.77331	170.2142857	5.568075511	0.95694	120	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1556.lane5.NoIndex.L005	1		vulpes vulpes	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	vulpes		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	50.69802	562.2727273	7.030425678	0.983792	298	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1568.lane5.NoIndex.L005	1		vulpes vulpes	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	vulpes		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	49.05096	451.0142857	7.24894129	0.981764	308	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1461.lane5.NoIndex.L005	1		vulpes vulpes	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	vulpes		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	26.75957	210.55	5.707251659	0.964454	139	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1561.lane5.NoIndex.L005	1		vulpes vulpes	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	vulpes		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	44.81129	508.7333333	6.840979181	0.97984	267	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.F1560.lane5.NoIndex.L005	1		vulpes vulpes	fecal	omnivore	terrestrial	carnivora	animalia	chordata	mammalia	canidae	vulpes		australia	128	internal	digestive-associated		feces	adult	wild	january	2	direct_freeze	DNeasy Powersoil	australasia	20.49032	108.4	4.82159736	0.934928	85	-0.278	-29.53	145.49	19	20.49671118	13.07367497	43.2915673	631.3034985	34.84307772	4.644454101	30.19862362	27.37879649	13.92356045	28.09721681	12.47288425	343.8416	46.7872	18.9328	26.66694131	118.0672	62.72	114.6416	66.0944	0	1.4321001	95	9	Adaptive
894.C1525.lane5.NoIndex.L005	1		macropus sp	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	macropodidae	macropus	9/9/2010	australia	204	internal	digestive-associated		feces	adult	wild	september	1	direct_freeze	DNeasy Powersoil	australasia	36.92523	294	6.341343485	0.978618	186	-0.278	-37.939848	145.412228	1	13.50023182	7.996196242	44.13168639	354.9902097	21.90518399	3.786834696	18.1183493	10.88334364	18.03732513	18.03732513	9.241738255	1088.904118	110.9453883	57.46701413	19.55447446	328.1020116	193.5017403	193.5017403	307.0013137	48	4917.509766	179	9	Adaptive
894.SV1401.lane5.NoIndex.L005	1		macropus sp	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	macropodidae	macropus	16/07/2010	australia	259	internal	digestive-associated		feces	adult	wild	july	1	direct_freeze	DNeasy Powersoil	australasia	34.96396	299.7307692	5.570930942	0.94331	172	-0.278	-37.827006	145.415048	2	13.18989499	8.836492567	44.90532057	379.2770804	22.33801538	2.664433225	19.67358215	10.51455701	17.98199759	17.98199759	8.597263752	1178.349719	124.781519	60.09884609	22.13498033	359.7818802	197.6401872	197.6401872	344.2333655	73	8051.109863	173	9	Adaptive
894.SV1543.lane5.NoIndex.L005	1		macropus sp	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	macropodidae	macropus	9/9/2010	australia	259	internal	digestive-associated		feces	adult	wild	september	1	direct_freeze	DNeasy Powersoil	australasia	45.07998	512.220339	7.105966144	0.982962	302	-0.278	-37.827006	145.415048	2	13.18989499	8.836492567	44.90532057	379.2770804	22.33801538	2.664433225	19.67358215	10.51455701	17.98199759	17.98199759	8.597263752	1178.349719	124.781519	60.09884609	22.13498033	359.7818802	197.6401872	197.6401872	344.2333655	73	8051.109863	173	9	Adaptive
894.SL877.lane3.NoIndex.L003	1		macropus sp	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	macropodidae	macropus	10/2/2010	australia	178	internal	digestive-associated		feces	adult	wild	february	1	direct_freeze	DNeasy Powersoil	australasia	43.91201	580.1153846	6.862463097	0.97807	294	-0.278	-37.681999	145.293841	5	14.09338901	9.435883929	45.24376932	402.0921475	23.87184756	3.01707861	20.85476895	11.26722248	19.18680398	19.18680398	9.253280293	932.7299937	92.07202214	51.19808492	17.51681047	274.5978215	172.0006357	172.0006357	250.0317606		1971.359985	162	9	Adaptive
894.YY1106.lane5.NoIndex.L005	1		macropus sp	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	macropodidae	macropus	14/04/2010	australia	183	internal	digestive-associated		feces	adult	wild	april	1	direct_freeze	DNeasy Powersoil	australasia	37.55693	398.3846154	6.815389583	0.983448	239	-0.278	-37.53966	145.139673	9	13.87085268	9.431844785	44.81989441	408.5250754	23.8332802	2.791487066	21.04179314	12.82935085	19.07670145	19.07670145	8.961570757	762.4260976	75.24171389	47.46815056	14.37385772	223.2257907	152.6732262	152.6732262	193.3236707	0	3946.540039	134	9	Adaptive
894.YY1802.lane5.NoIndex.L005	1		macropus sp	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	macropodidae	macropus	22/03/2011	australia	183	internal	digestive-associated		feces	adult	wild	march	1	direct_freeze	DNeasy Powersoil	australasia	31.516	265.0810811	6.721509778	0.984416	196	-0.278	-37.53966	145.139673	9	13.87085268	9.431844785	44.81989441	408.5250754	23.8332802	2.791487066	21.04179314	12.82935085	19.07670145	19.07670145	8.961570757	762.4260976	75.24171389	47.46815056	14.37385772	223.2257907	152.6732262	152.6732262	193.3236707	0	3946.540039	134	9	Adaptive
894.GV1903.lane2.NoIndex.L002	2		macropus sp	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	macropodidae	macropus	22/03/2011	australia	178	internal	digestive-associated		feces	adult	wild	march	1	direct_freeze	DNeasy Powersoil	australasia	20.09088	135.1538462	5.264276025	0.962472	92	-0.278	-37.619704	144.901997	8	14.30491477	9.613008415	45.26472122	416.3891164	24.25155097	3.015448575	21.2361024	13.40181525	19.48454561	19.48454561	9.25713531	641.6825737	67.68525504	43.55410752	14.72786287	192.1340758	140.4935706	140.4935706	147.4821043	27	1499.51001	108	9	Adaptive
894.MR184.lane3.NoIndex.L003	1		trichosurus caninus	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	phalangeridae	trichosurus	13/08/2009	australia	330	internal	digestive-associated		feces	adult	wild	august	1	direct_freeze	DNeasy Powersoil	australasia	49.74732	468.2658228	7.26919368	0.978728	323	-0.278	-37.714542	145.865863	3	11.70379519	8.278172863	41.4558927	411.7700952	20.99835172	1.032118162	19.96623356	7.066870958	16.8480553	16.8480553	6.69816937	1467.116159	170.7322567	63.298016	26.86605669	478.9709663	232.5871133	232.5871133	458.3046543	92	9672.469727	226	9	Adaptive
894.MR183.lane3.NoIndex.L003	1		trichosurus caninus	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	phalangeridae	trichosurus	13/08/2009	australia	330	internal	digestive-associated		feces	adult	wild	august	1	direct_freeze	DNeasy Powersoil	australasia	28.98901	227.4545455	6.190700088	0.973572	172	-0.278	-37.714542	145.865863	3	11.70379519	8.278172863	41.4558927	411.7700952	20.99835172	1.032118162	19.96623356	7.066870958	16.8480553	16.8480553	6.69816937	1467.116159	170.7322567	63.298016	26.86605669	478.9709663	232.5871133	232.5871133	458.3046543	92	9672.469727	226	9	Adaptive
894.YY1654.lane5.NoIndex.L005	1		trichosurus caninus	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	phalangeridae	trichosurus	15/10/2010	australia	183	internal	digestive-associated		feces	adult	wild	october	1	direct_freeze	DNeasy Powersoil	australasia	23.69141	195	5.019539754	0.943012	105	-0.278	-37.53966	145.139673	9	13.87085268	9.431844785	44.81989441	408.5250754	23.8332802	2.791487066	21.04179314	12.82935085	19.07670145	19.07670145	8.961570757	762.4260976	75.24171389	47.46815056	14.37385772	223.2257907	152.6732262	152.6732262	193.3236707	0	3946.540039	134	9	Adaptive
894.YY1655.lane5.NoIndex.L005	1		trichosurus caninus	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	phalangeridae	trichosurus	15/10/2010	australia	183	internal	digestive-associated		feces	adult	wild	october	1	direct_freeze	DNeasy Powersoil	australasia	27.41051	223.0555556	4.916702023	0.928616	118	-0.278	-37.53966	145.139673	9	13.87085268	9.431844785	44.81989441	408.5250754	23.8332802	2.791487066	21.04179314	12.82935085	19.07670145	19.07670145	8.961570757	762.4260976	75.24171389	47.46815056	14.37385772	223.2257907	152.6732262	152.6732262	193.3236707	0	3946.540039	134	9	Adaptive
894.YY1148.lane5.NoIndex.L005	2		trichosurus caninus	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	phalangeridae	trichosurus	14/04/2010	australia	183	internal	digestive-associated		feces	adult	wild	april	1	direct_freeze	DNeasy Powersoil	australasia	16.88271	74	3.942151594	0.84532	65	-0.278	-37.53966	145.139673	9	13.87085268	9.431844785	44.81989441	408.5250754	23.8332802	2.791487066	21.04179314	12.82935085	19.07670145	19.07670145	8.961570757	762.4260976	75.24171389	47.46815056	14.37385772	223.2257907	152.6732262	152.6732262	193.3236707	0	3946.540039	134	9	Adaptive
894.YY1653.lane5.NoIndex.L005	1		trichosurus caninus	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	phalangeridae	trichosurus	15/10/2010	australia	183	internal	digestive-associated		feces	adult	wild	october	1	direct_freeze	DNeasy Powersoil	australasia	44.9146	574.2708333	5.788198855	0.902892	275	-0.278	-37.53966	145.139673	9	13.87085268	9.431844785	44.81989441	408.5250754	23.8332802	2.791487066	21.04179314	12.82935085	19.07670145	19.07670145	8.961570757	762.4260976	75.24171389	47.46815056	14.37385772	223.2257907	152.6732262	152.6732262	193.3236707	0	3946.540039	134	9	Adaptive
894.YY1652.lane5.NoIndex.L005	1		trichosurus caninus	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	phalangeridae	trichosurus	15/10/2010	australia	183	internal	digestive-associated		feces	adult	wild	october	1	direct_freeze	DNeasy Powersoil	australasia	42.38877	467.9285714	5.389620712	0.84802	263	-0.278	-37.53966	145.139673	9	13.87085268	9.431844785	44.81989441	408.5250754	23.8332802	2.791487066	21.04179314	12.82935085	19.07670145	19.07670145	8.961570757	762.4260976	75.24171389	47.46815056	14.37385772	223.2257907	152.6732262	152.6732262	193.3236707	0	3946.540039	134	9	Adaptive
894.UY718.lane3.NoIndex.L003	1		vombatidae	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	vombatidae		10/12/2009	australia	329	internal	digestive-associated		feces	adult	wild	december	1	direct_freeze	DNeasy Powersoil	australasia	16.53507	79.76923077	4.643991889	0.931468	68	-0.278	-37.673563	145.89612	6	11.85838217	8.388258914	41.4523029	417.8426986	21.31743819	1.081920197	20.23551799	7.128202953	17.05899352	17.05899352	6.751846059	1443.542279	170.7562867	61.74252672	28.00687646	477.9297696	224.3126134	224.3126134	459.0918656	88	2369.51001	238	9	Adaptive
894.OS588.lane3.NoIndex.L003	1		vombatidae	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	vombatidae		10/12/2009	australia	23	internal	digestive-associated		feces	adult	wild	december	1	direct_freeze	DNeasy Powersoil	australasia	35.45176	401.1621622	6.391405377	0.97404	224	-0.278	-37.708936	145.785023	4	12.39585149	8.799432428	42.63384158	415.3651281	22.06841498	1.42964288	20.6387721	9.42653819	17.51740612	17.51740612	7.262617209	1393.721759	160.314486	62.05093723	26.02394516	452.2860429	223.9259387	223.9259387	429.2768179	84	27149.19922	230	9	Adaptive
894.OS591.lane3.NoIndex.L003	1		vombatidae	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	vombatidae		10/12/2009	australia	23	internal	digestive-associated		feces	adult	wild	december	1	direct_freeze	DNeasy Powersoil	australasia	14.76942	51.33333333	3.558050845	0.861012	44	-0.278	-37.708936	145.785023	4	12.39585149	8.799432428	42.63384158	415.3651281	22.06841498	1.42964288	20.6387721	9.42653819	17.51740612	17.51740612	7.262617209	1393.721759	160.314486	62.05093723	26.02394516	452.2860429	223.9259387	223.9259387	429.2768179	84	27149.19922	230	9	Adaptive
894.OS589.lane3.NoIndex.L003	1		vombatidae	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	vombatidae		10/12/2009	australia	23	internal	digestive-associated		feces	adult	wild	december	1	direct_freeze	DNeasy Powersoil	australasia	18.63604	113	4.613645019	0.921532	84	-0.278	-37.708936	145.785023	4	12.39585149	8.799432428	42.63384158	415.3651281	22.06841498	1.42964288	20.6387721	9.42653819	17.51740612	17.51740612	7.262617209	1393.721759	160.314486	62.05093723	26.02394516	452.2860429	223.9259387	223.9259387	429.2768179	84	27149.19922	230	9	Adaptive
894.OS590.lane3.NoIndex.L003	1		vombatidae	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	vombatidae		10/12/2009	australia	23	internal	digestive-associated		feces	adult	wild	december	1	direct_freeze	DNeasy Powersoil	australasia	34.42838	296.6666667	5.141958558	0.880476	165	-0.278	-37.708936	145.785023	4	12.39585149	8.799432428	42.63384158	415.3651281	22.06841498	1.42964288	20.6387721	9.42653819	17.51740612	17.51740612	7.262617209	1393.721759	160.314486	62.05093723	26.02394516	452.2860429	223.9259387	223.9259387	429.2768179	84	27149.19922	230	9	Adaptive
894.OS465.lane3.NoIndex.L003	1		vombatidae	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	vombatidae		23/10/2009	australia	246	internal	digestive-associated		feces	adult	wild	october	1	direct_freeze	DNeasy Powersoil	australasia	21.31767	133.1875	5.004631738	0.94659	96	-0.278	-37.708936	145.785023	4	12.39585149	8.799432428	42.63384158	415.3651281	22.06841498	1.42964288	20.6387721	9.42653819	17.51740612	17.51740612	7.262617209	1393.721759	160.314486	62.05093723	26.02394516	452.2860429	223.9259387	223.9259387	429.2768179	84	27149.19922	230	9	Adaptive
894.MR948.lane3.NoIndex.L003	1		vombatidae	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	vombatidae		26/03/2010	australia	152	internal	digestive-associated		feces	adult	wild	march	1	direct_freeze	DNeasy Powersoil	australasia	44.6373	428.75	6.44103622	0.95408	265	-0.278	-37.625347	145.57919	7	12.2894258	7.903523419	40.42131127	406.3919845	21.26413209	1.715801289	19.5483308	9.229414828	17.38152613	17.38152613	7.373030404	1332.755878	147.0041961	63.34721627	22.9537161	416.6275407	221.7222	221.7222	395.1220127	100	27987.19922	201	9	Adaptive
894.MR298.lane3.NoIndex.L003	1		vombatidae	fecal	herbivore	terrestrial	diprotodontia	animalia	chordata	mammalia	vombatidae		13/08/2009	australia	152	internal	digestive-associated		feces	adult	wild	august	1	direct_freeze	DNeasy Powersoil	australasia	41.9465	439.3	7.283807213	0.987814	293	-0.278	-37.625347	145.57919	7	12.2894258	7.903523419	40.42131127	406.3919845	21.26413209	1.715801289	19.5483308	9.229414828	17.38152613	17.38152613	7.373030404	1332.755878	147.0041961	63.34721627	22.9537161	416.6275407	221.7222	221.7222	395.1220127	100	27987.19922	201	9	Adaptive
